TM,Location,HITTERS,AB,W,SO v lhp,BBv lhp,HIT v lhp,OB v lhp,TB v lhp,HR v lhp,BP v lhp,CL v lhp,DP v lhp,SO v rhp,BB v rhp,HIT v rhp,OB v rhp,TB v rhp,HR v rhp,BP v rhp,CL v rhp,DP v rhp,STEALING,STL,SPD,B,H,INJ,CA,1B,2B,3B,SS,LF,CF,RF,FIELDING
TBA,,"Deluca,J",57,2,20,0,34.7,34.7,69.7,0,w,-9,0,24,0,46.8,46.8,59.4,0,w,-9,0,"*4,5/- (20-13)",A,16,D,C,6,,,,,,,203,,cf-2(-1)e3
TBA,,"Diaz,Y",583,57,0,12,23.4,37.3,46.9,5.6,8,-9,15,10,9,31.9,42.8,42,2.1,2,-13,15,3/- (15-6),D,10,D,B,1,,410,,,,,,,1b-4e10
TBA,,"Gray,T*",78,6,1,1,28.6,29.6,49,3.5,6,-9,0,33,7,13.9,21,27,1.9,3,-3,0,-/- (---),E,12,D,C,1,,430,318,344,412,,,,2b-3e18 ss-4e12 3b-3e44 1b-4e30
TBA,,"Lowe,B*",507,38,39,0,13.3,14.3,21.5,2.8,4,-7,8,32,7,24.9,32.8,47.9,6.4,8,-6,8,7/- (13-6),D,13,D,C,1,,413,311,,,,,,2b-3e11 1b-4e13
TBA,,"Lowe,J*",396,33,40,5,7.4,14.4,17,1.8,w,0,12,25,7,19.3,28.3,31.8,1.8,3,-4,14,*4-6/- (19-13),A,16,C,D,4,,,,,,,,302,rf-3(-2)e2
TBA,,"Mangum,J+",405,19,2,0,28.3,29.3,36,1.6,w,7,6,11,0,33.9,34.9,43.1,1.5,w,7,6,"*2-5,11,12/- (19-14)",A,16,C,C,3,,,,,,200,200,300,lf-2(0)e0 cf-2e0 rf-3e0
TBA,,"Misner,K*",197,16,54,2,4.3,7.3,10.1,1.6,2,5,0,43,7,16.8,24.8,24.6,0.6,1,5,0,*2-5/- (19-13),B,14,D,C,1,,,,,,209,209,209,cf-2(-2)e9 rf-2e9 lf-2e9
TBA,,"Morel,C",278,25,50,10,13.2,25.2,26.2,2.5,4,-3,19,54,8,13.2,23.2,27.7,2.5,3,-2,19,*2-5/- (19-13),B,14,D,D,1,,,422,,,409,,409,lf-4(+1)e9 rf-4e9 2b-4e22
TBA,,"Pereira,E",65,7,65,3,6.6,9.6,21.6,4.8,7*,0,23,53,22,0,22,0,0,w*,0,16,*4/- (20-11),C,14,D,D,1,,,,,,,308,308,cf-3(-1)e8 rf-3e8
TBA,,"Seymour,B*",78,4,63,0,13.5,16.5,13.5,0,w,4,0,55,3,13.7,19.7,29.5,3.4,w,4,0,3/- (20-6),D,10,D,D,1,,407,,,,,,,1b-4e7
TBA,,"Simpson,C*",414,20,0,1,36.6,37.6,36.6,0,w,-4,20,0,0,33.4,33.4,41.1,0,w,-4,20,"*2-6,11,12/- (19-15)",AA,17,C,B,1,,,,,,402,402,,cf-4(0)e2 lf-4e2
TBA,,"Thaiss,M*",156,29,22,7,14.6,25.6,16.8,0,w,5,8,29,26,11.3,41.3,18.2,1.2,w,4,5,"4,6/11 (13-6)",E,10,D,D,2,307,425,,,,,,,"c-3(+2)e7,T-8(pb-1) 1b-4e25"
TBA,,"Walls,T+",282,26,23,0,23.3,23.3,31.3,0,w,9,0,26,12,11,23,15.8,0.3,0,8,0,"*2-6,11,12/- (17-14)",A,16,C,C,4,,,104,211,110,,,,ss-1e10 2b-1e4 3b-2e11
TBA,,"Williams,C",99,6,63,14,6,20,20.3,4.6,7*,0,15,66,0,6.2,6.2,17,3.3,5*,0,26,*2-12/- (15-13),C,15,D,D,1,,,,,328,,,,ss-3e28
TBA,,"Feduccia,H*",88,15,56,0,0,0,0,0,w*,0,0,31,29,6.4,35.4,12.8,0,w*,0,0,3/- (20-6),D,10,D,D,2,302,525,,,,,,,"c-3(+2)e2,T-2(pb-0) 1b-5e25"
TBA,,"Fortes,N",218,14,15,5,16,27,27.7,2,w,-1,21,21,4,17,27,27.5,2.4,3,-1,21,2/- (20-6),E,10,D,C,3,207,,,,,,,,"c-2(+2)e7,T-7(pb-3)"
TEA,,"Burger,J",356,12,15,0,23.5,26.5,46.8,4.5,7,-1,4,33,0,16.6,19.6,27.7,2.8,5,-1,4,6/11 (13-5),E,12,D,D,4,,310,,,,,,,1b-3e10
TEA,,"Carter,E*",194,19,12,22,0,29,0,0,w*,0,3,17,6,23.6,36.6,36,1.3,1,2,4,*3-6/- (19-15),A,16,D,D,5,,,,,,,203,,cf-2(0)e3
TEA,,"Duran,E",205,8,40,0,20.4,24.4,26.2,0,w,-5,11,22,0,17.5,21.5,28.5,0,w,-4,11,"*2-5,12/- (19-14)",A,15,D,D,1,,305,310,339,310,408,,408,ss-3e10 1b-3e5 2b-3e10 3b-3e39 rf-4(-2)e8 lf-4e8
TEA,,"Freeman,C",114,5,11,0,14.6,14.6,27.5,3.1,5,6,21,8,0,20.5,20.5,31.2,3.3,w,6,21,"2-6,10/7 (13-7)",E,13,D,D,1,,,317,423,,416,,416,2b-3e17 3b-4e23 lf-4(0)e16 rf-4e16
TEA,,"Garcia,A",507,28,41,2,10.9,14.9,21.1,2.2,4,4,14,25,3,18.3,23.3,32.3,2.4,4,4,14,"*2-5,12/- (18-13)",B,13,D,D,1,,,,,,,,103,rf-1(-4)e3
TEA,,"Haggerty,S+",162,16,17,5,34.8,42.8,52.4,0,w,-10,1,23,12,10.3,25.3,16.1,0.8,1,-5,0,*2-6/- (18-15),A,16,D,D,4,,,405,,,304,404,304,lf-3(-1)e4 cf-4e4 rf-3e4 2b-4e5
TEA,,"Heim,J+",395,32,26,8,13.6,21.6,19.6,2,3,-3,18,18,6,15.3,21.3,20.3,0.8,1,-3,19,3/- (20-6),D,8,D,C,2,301,,,,,,,,"c-3(0)e1,T-5(pb-1)"
TEA,,"Helman,M",99,7,24,0,13.7,15.7,35.5,6.2,8,-2,0,12,10,19,31,38.2,2.2,4,-3,0,*6/- (20-13),B,16,B,C,1,,,,,416,,205,,cf-2(+1)e5 ss-4e16
TEA,,"Higashioka,K",303,20,21,0,22,23,34.9,1.5,2,11,14,24,8,16.5,25.5,27.9,2.8,4,10,12,7/- (15-6),D,9,D,B,2,302,,,,,,,,"c-3(+2)e2,T-4(pb-2)"
TEA,,"Jung,J",482,27,21,0,22.6,23.6,35.2,2.5,3,2,18,33,5,22.6,28.6,31.4,1.4,1,2,17,5/- (16-6),D,11,D,D,1,,,,310,,,,,3b-3e10
TEA,,"Langford,W",489,74,29,29,16.6,47.7,28.8,1.8,3,-3,8,34,15,15.9,32.9,30.5,3.5,5,-3,11,"*2-5,12/- (19-13)",A,16,D,D,2,,,,,,102,302,,lf-1(-2)e2 cf-3e2
TEA,,"Moore,D",219,20,51,16,7,24,18.4,3.8,6,-1,0,46,2,13.1,16.1,28.7,3.6,6,-3,0,"*2-6,11,12/- (18-15)",A,14,D,D,1,,430,314,337,417,,,409,2b-3e14 rf-4(+1)e9 3b-3e37 ss-4e17 1b-4e30
TEA,,"Osuna,A*",151,21,26,9,0,12,0,0,w*,0,2,18,15,15.1,33,22.8,2.5,w,-6,1,"*2-9,12/10,11 (15-9)",B,14,D,C,1,,,,,,401,401,301,lf-4(-1)e1 rf-3e1 cf-4e1
TEA,,"Pederson,J*",265,34,31,13,4.8,21.9,9.5,1.1,1*,0,12,22,14,6.3,24.4,14,1.8,2,-1,12,2/- (20-6),D,9,D,B,5,,525,,,,,,525,1b-5e25 rf-5(+1)e25
TEA,,"Seager,C*",380,58,27,6,14.1,23.1,30.7,4.6,8,-5,24,14,18,26.2,47.2,41.1,3.2,5,-10,20,2/- (20-6),D,9,D,B,4,,,,,207,,,,ss-2e7
TEA,,"Semien,M",470,50,15,17,16.4,35.4,17.9,0.5,1,2,9,13,11,15.3,28.3,24.3,2,3,3,11,*6/- (19-11),B,15,D,C,3,,,103,,,,,,2b-1e3
TEA,,"Smith,J*",495,55,32,8,15.9,26.9,15.9,0,w,-13,1,10,11,24.3,38.3,32.5,0.8,1,-15,1,"*4,5/- (18-11)",B,14,B,C,1,,307,424,306,314,405,405,405,ss-3e14 3b-3e6 1b-3e7 lf-4(+1)e5 rf-4e5 2b-4e24 cf-4e5
TEA,,"Solano,D",166,8,26,2,23.2,29.2,33.2,2,w,1,32,19,1,21.3,26.3,25.8,1.5,3,1,32,-/- (---),E,9,D,C,1,,403,411,408,,,,,1b-4e3 2b-4e11 3b-4e8
TEA,,"Tellez,R*",289,17,73,6,0,8,0,0,w*,0,22,31,1,19.8,22.8,39.2,5.4,8,-8,25,2/- (20-6),E,8,D,D,1,,407,,,,,,,1b-4e7
TOA,,"Barger,A*",460,36,37,6,17.5,24.5,36.3,2.4,w,5,12,26,4,19.5,24.5,41.1,4.1,7,5,14,5/- (16-6),D,12,D,D,1,,,,314,,,,410,3b-3e14 rf-4(-5)e10
TOA,,"Bichette,B",582,40,0,0,31.1,32.2,54.6,4.2,7,11,23,9,7,33,41,45.8,0.9,1,10,21,2-5/12 (13-7),D,11,D,C,1,,,,,416,,,,ss-4e16
TOA,,"Clase,J+",100,10,9,19,7.1,28,7.1,0,w,5,3,38,6,14.9,23,21.2,1.1,1,6,5,*4-6/- (18-13),C,16,B,D,1,,,,,,307,407,307,lf-3(+2)e7 cf-4e7 rf-3e7
TOA,,"Clement,E",545,27,0,0,39.3,41.3,64.9,2.3,3,-11,20,0,3,25.3,30.3,34.7,1.8,w,-11,19,"*2-6,11,12/10 (15-8)",C,14,B,B,1,,421,214,110,317,,,,3b-1e10 2b-2e14 ss-3e17 1b-4e21
TOA,,"France,T",444,22,10,0,19.6,29.6,32.3,1,1,7,18,13,2,22.9,34.9,34.8,2.5,w,7,17,2/- (20-6),E,9,D,D,1,,204,441,,,,,,1b-2e4 2b-4e41
TOA,,"Gimenez,A*",329,25,17,2,9.3,18.3,22.4,2.5,w,2,18,14,6,14.7,27.6,16.8,0.6,1,4,18,"*4,6/- (19-13)",B,15,D,C,4,,,104,,212,,,,2b-1e4 ss-2e12
TOA,,"Guerrero Jr,V",589,81,3,18,31.9,51.9,46,2.8,4,-2,18,7,15,25,42,37,2,3,-3,19,"4,6/- (13-6)",C,11,D,C,1,,211,,,,,,,1b-2e11
TOA,,"Heineman,T+",149,12,3,5,34.6,47.6,49.3,0.8,1,3,2,22,6,24.8,38.8,29.3,0,0,3,2,3/- (20-6),D,11,A,C,2,207,,,,,,,,"c-2(-1)e7,T-15(pb-0)"
TOA,,"Kirk,A",451,48,4,13,25.1,38,34.3,1.8,2,3,23,0,11,26.6,37.6,34.3,1.8,3,3,23,2/- (20-6),E,8,D,C,2,101,,,,,,,,"c-1(-2)e1,T-13(pb-2)"
TOA,,"Loperfido,J*",96,4,13,0,42,48,42,0,w,4,17,36,0,35.4,41.4,52.6,4,7,4,14,"*2-6,11,12/7-10 (15-4)",D,14,D,D,1,,,,,,301,,401,lf-3(+1)e1 rf-4e1
TOA,,"Lukes,N*",388,38,29,8,20.6,29.6,26.5,0.6,0,10,22,4,8,21.1,30.1,31.5,1.6,3,10,22,4-6/8-10 (13-4),D,13,B,C,1,,,,,,203,303,203,rf-2(-2)e3 lf-2e3 cf-3e3
TOA,,"Santander,A+",194,25,49,19,2.2,22.1,4.6,0.8,0*,0,19,31,12,7.7,20.6,13.9,1.6,3,-3,20,-/- (---),E,10,D,D,5,,518,,,,402,,402,rf-4(+1)e2 lf-4e2 1b-5e18
TOA,,"Schneider,D",188,36,36,26,12.6,40.5,24.9,3.5,6,-5,12,27,25,12.3,39.3,24.9,4.2,7,-6,13,*7/- (17-6),C,13,D,D,1,,,403,433,,308,,,lf-3(0)e8 2b-4e3 3b-4e33
TOA,,"Springer,G",498,69,21,21,16.4,40.4,30.2,4.6,8,-9,17,16,15,31.8,49.8,52.7,4.4,8,-13,11,*6/- (19-12),A,14,D,D,2,,,,,,403,403,403,rf-4(+1)e3 lf-4e3 cf-4e3
TOA,,"Straw,M",267,19,17,6,28.2,35.2,41.3,1.5,w,-9,14,8,6,24.8,31.8,32.4,1,0,-9,14,"*4,5/- (19-13)",B,17,A,C,1,,,541,,,102,102,102,cf-1(-2)e2 lf-1e2 rf-1e2 2b-5e41
TOA,,"Varsho,D*",248,17,28,8,12.9,22,22.5,3.2,5,-6,0,41,2,21.4,24.4,67,11.5,8*,0,0,4/- (20-6),D,14,D,D,5,,,,,,,103,,cf-1(-1)e3
TOA,,"Kiner-Falefa,I",431,17,10,0,17.6,19.6,17.6,0,0,3,17,13,0,28.5,30.5,38.1,0,w,3,17,*2-5/- (19-13),B,14,B,C,1,,,206,217,310,,,,ss-3e10 3b-2e17 2b-2e6
WAN,,"Abrams,C*",580,37,31,0,20,25,26.5,1.2,1,-3,4,12,4,24,33,43.1,2.4,3,-3,4,"*2-5,12/- (19-14)",AA,16,D,C,1,,,,,326,,,,ss-3e26
WAN,,"Adams,R",263,18,64,5,5.2,14.2,11.8,2.2,3*,0,18,52,6,12.6,22.5,18.3,1.5,2,-7,19,2/- (20-6),E,10,D,D,2,403,525,,,,,,,"c-4(0)e3,T-6(pb-0) 1b-5e25"
WAN,,"Bell,J+",468,57,25,17,2.2,21.1,8.1,2,4*,0,19,8,12,20.7,34.7,32.8,3.3,6,-10,21,3-7/- (3-1),E,9,D,C,1,,417,,,,,,,1b-4e17
WAN,,"Chaparro,A",66,5,43,14,14.3,31.3,20.6,0.9,1,-7,0,35,0,0.2,3.2,0.2,0,w*,0,0,-/- (---),E,10,D,D,6,,303,,,,,,,1b-3e3
WAN,,"Crews,D",293,24,24,0,14.4,18.4,27.2,2.8,w,-6,10,26,11,12.9,27.9,24.1,3,4,-5,8,*2-6/- (18-15),A,16,D,D,5,,,,,,,314,214,rf-2(-2)e14 cf-3e14
WAN,,"Dejong,P",193,11,57,1,10.7,12.7,22.5,3.6,6,-4,14,44,5,23,29,33.4,1,1,-8,10,*5/- (20-11),C,12,D,D,5,,425,314,211,323,,,,3b-2e11 2b-3e14 ss-3e23 1b-4e25
WAN,,"Garcia Jr,L*",488,27,11,5,8.6,14.6,12.6,0,w,7,9,11,0,24.9,25.9,41,3,4,7,10,*4-6/- (18-13),B,12,D,C,1,,525,410,,,,,,2b-4e10 1b-5e25
WAN,,"Hassell,R*",197,8,50,0,19.7,20.7,21.3,0,w,6,15,38,0,16.9,17.9,22.3,0.2,0,6,17,*6/- (20-11),C,14,D,D,1,,,,,,303,203,203,cf-2(-2)e3 rf-2e3 lf-3e3
WAN,,"House,B",261,8,44,0,16.8,16.8,22,0,w,4,30,35,0,22.4,22.4,28,1,1,4,33,"*2-7,11,12/- (15-13)",C,13,D,D,1,,,,316,,,,,3b-3e16
WAN,,"Lile,D*",321,21,22,0,24.8,27.8,34,1.6,3,-7,12,7,4,34.3,41.3,59.2,1.5,1,-6,11,"*2-9,11/10,12 (15-9)",C,16,D,B,1,,,,,,402,,402,rf-4(+1)e2 lf-4e2
WAN,,"Millas,D+",49,4,55,8,12.4,20.5,23.7,0,w*,0,0,0,6,40.3,46.3,66.1,0,w,4,0,*4/- (20-11),C,13,C,C,4,316,,,,,,,,"c-3(-1)e16,T-20(pb-0)"
WAN,,"Nunez,N+",82,8,0,13,19,32,39.2,6.4,8,-8,6,41,8,15.6,23.6,23.1,2.5,3,-8,7,"*2-6,9/- (19-15)",B,17,B,C,1,,,212,,220,,416,,ss-2e20 2b-2e12 cf-4(0)e16
WAN,,"Ruiz,K+",255,8,0,0,29.8,32.8,34.6,0.8,0,8,12,0,0,19.5,22.5,27.1,1,w,8,12,"2-7,11,12/- (3-1)",E,8,D,B,6,402,,,,,,,,"c-4(+1)e2,T-5(pb-0)"
WAN,,"Tena,J*",152,15,2,6,15.5,22.5,21,0,w,6,19,26,10,19.5,30.5,36,0,w,6,18,"*5,6/- (17-11)",C,13,D,C,1,,,437,420,,,,,3b-4e20 2b-4e37
WAN,,"Wood,J*",598,85,40,7,26,34,46,5.2,8,-7,18,48,19,15.9,35.9,34,3.2,5,-2,11,*4-6/- (16-12),B,15,D,C,1,,,,,,304,,,lf-3(-2)e4
WAN,,"Young,J",324,27,16,15,15.6,32.7,18.9,0,w,2,14,14,6,19.5,27.5,25.6,1.8,w,2,15,"*2-9,11/10,12 (15-11)",B,17,A,C,2,,,,,,,100,,cf-1(-1)e0
ARN,M,"Grichuk,R",175,10,27,4,18.3,22.3,43.3,3.4,6,0,23,10,0,19.8,19.8,38.9,2.3,4,-3,23,"2-7,11,12/- (3-1)",E,12,D,D,1,,,,,,304,,304,rf-3(0)e4 lf-3e4
ARN,M,"Naylor,J*",349,37,8,2,25.4,28.4,31,0.3,1,3,29,1,12,29.7,42.7,44.5,2.5,5,3,25,"*4,6/- (19-12)",A,12,D,C,1,,309,,,,,,,1b-3e9
ARN,M,"Suarez,E",387,29,33,16,14.6,38.6,58.2,14.5,8*,0,11,34,2,19.5,29.5,57.6,10.8,8,-1,11,2/- (20-6),E,10,D,D,1,,430,,420,,,,,3b-4e20 1b-4e30
ATN,M,"Kim,H",87,8,0,17,27.9,47,40.8,3.3,5,-6,14,24,8,18.4,28.4,23.6,1.8,3,-7,17,"2-10,12/- (3-1)",E,15,D,C,5,,,,,212,,,,ss-2e12
ATN,M,"Brujan,V+",86,6,56,5,18.1,25.1,22.1,0,w,4,7,18,4,21,27,27.8,0,w,4,7,"*2-7,12/- (15-13)",C,14,D,C,2,,,406,450,412,416,416,416,3b-4e50 ss-4e12 rf-4(+1)e16 2b-4e6 lf-4e16 cf-4e16
ATN,M,"Ornelas,J",4,0,0,0,50.3,50.3,50.3,0,w,-9,0,0,0,42.5,42.5,42.5,0,w,-9,0,-/- (---),E,13,D,D,1,,,,420,410,,,,3b-4e20 ss-4e10
ATN,M,"Tromp,C",5,1,67,16,0,16,0,0,w*,0,24,34,35,0,35,0,0,w*,0,20,-/- (---),E,9,D,D,3,301,,,,,,,,"c-3(0)e1,T-18(pb-0)"
BAA,M,"Laureano,R",259,22,23,8,25.1,38.2,39.3,3.7,6,-9,15,32,7,27.1,39.2,50,4.2,7,-9,17,"*2-7,11,12/10 (15-8)",C,13,D,D,2,,,,,,213,313,213,rf-2(-3)e13 lf-2e13 cf-3e13
BAA,M,"Mullins,C*",314,34,6,20,22.9,43.9,39.4,2.5,2,-4,0,36,8,11.5,20.5,29.5,4,4,0,2,*4-6/- (19-14),A,15,A,D,1,,,,,,,206,,cf-2(+1)e6
BAA,M,"O'Hearn,R*",311,42,25,12,19.9,34.9,24.4,0.6,0,-13,21,12,14,26.9,43.9,39.9,2.8,4,-13,18,5/- (15-6),D,12,D,C,1,,313,,,,404,,404,1b-3e13 rf-4(+1)e4 lf-4e4
BAA,M,"Brujan,V+",1,0,0,0,23.8,23.8,23.8,0,w,0,0,0,0,37,37,37,0,w,0,0,-/- (---),E,14,D,C,2,,,,,,,416,,cf-4(+1)e16
BAA,M,"Johnson,D*",24,2,7,0,8.3,8.3,14.3,0,w,-1,0,19,11,15.9,27,18.4,0,w,-8,0,"*2-8,11/9,10,12 (15-8)",D,15,D,C,1,,,,,,410,410,410,lf-4(0)e10 cf-4e10 rf-4e10
BAA,M,"Stallings,J",35,1,44,0,0,0,0,0,w*,0,34,25,0,3.2,3.2,5.2,0,w*,0,34,-/- (---),E,8,D,D,2,301,,,,,,,,"c-3(-1)e1,T-10(pb-8)"
BAA,M,"Tromp,C",16,0,16,0,9.4,9.4,24,2.7,4*,0,0,32,0,9.3,9.3,32.8,7.2,8*,0,0,-/- (---),E,9,D,D,3,316,,,,,,,,"c-3(0)e16,T-20(pb-10)"
BOA,M,"Lowe,N*",100,15,20,3,0.1,5.1,0.1,0,w*,0,5,32,17,30.8,49.8,44.5,0.6,0,-9,4,-/- (---),E,10,D,D,1,,408,,,,,,,1b-4e8
BOA,M,"Devers,R*",272,56,23,10,28.2,41.2,48.3,3.8,7,-2,17,25,30,13.4,46.4,31.1,3.8,7,-1,11,5/12 (13-5),E,10,D,D,0,,,,,,,,,
CHA,M,"Vaughn,A",185,7,23,0,12.4,12.4,24.8,1.1,1*,0,18,23,0,11.6,11.6,18.6,1.6,2,-6,18,-/- (---),E,9,D,B,1,,408,,,,,,,1b-4e8
CHA,M,"Capra,V",42,1,34,0,11.6,11.6,16.3,0,w,0,20,14,0,11.6,11.6,16.5,0,w,0,20,*3/- (20-11),D,12,C,D,1,,,412,411,405,,,,ss-4e5 3b-4e11 2b-4e12
CHA,M,"Hill,D",7,0,41,0,36.8,45.8,36.8,0,w,4,0,25,0,21.4,30.4,21.4,0,w,4,0,-/- (---),E,17,B,D,5,,,,,,,102,,cf-1(-1)e2
CHA,M,"Workman,G*",2,0,27,0,0,0,0,0,w*,0,0,58,0,0,0,0,0,w*,0,0,-/- (---),E,13,D,D,1,,,,465,442,,,,3b-4e65 ss-4e42
CHN,M,"Castro,W+",100,8,19,5,0,9,0,0,w*,0,21,30,6,10.2,20.2,21,2.3,w,-4,20,"2-7,9/8,10 (13-8)",E,14,D,D,1,,,306,333,,305,405,405,rf-4(0)e5 3b-3e33 2b-3e6 cf-4e5 lf-3e5
CHN,M,"Lopez,N*",18,4,0,0,0,0,0,0,w*,0,34,7,31,0,31,0,0,w*,0,22,-/- (---),E,13,D,C,1,,,208,322,305,,,,3b-3e22 2b-2e8 ss-3e5
CHN,M,"Santana,C+",19,0,31,0,12.2,12.2,24.4,0,w*,0,0,28,0,0,0,0,0,w*,0,0,-/- (---),E,11,D,C,1,,204,,,,,,,1b-2e4
CHN,M,"Workman,G*",14,1,57,0,0,0,0,0,w*,0,0,62,5,20.5,25.5,30.5,0,w,-8,0,*3/- (20-11),D,13,D,D,1,,,,465,442,,,,3b-4e65 ss-4e42
CIN,M,"Andujar,M",103,6,3,0,44.1,46.1,67.1,3.4,4,-11,23,19,12,42.5,56.5,53.9,2.1,2,-9,16,-/- (---),E,11,D,C,3,,405,,,,405,,,1b-4e5 lf-4(-1)e5
CIN,M,"Wynns,A",40,3,60,0,28.8,28.8,63.3,8,8,-5,4,23,14,41.6,55.6,70.1,6.4,8,-5,14,-/- (---),E,9,D,D,5,305,525,,,,,,,"c-3(-1)e5,T-1(pb-3) 1b-5e25"
CLA,M,"Santana,C+",396,52,11,17,14.9,33.9,20.6,1.9,3,5,12,20,14,14.1,30.1,17,0.9,0,5,11,4/- (20-6),C,11,D,C,1,,204,,537,,,,,1b-2e4 3b-5e37
CON,M,"McMahon,R*",350,49,42,12,13.6,27.6,19.7,1.3,1,-8,6,44,18,10.5,30.5,25,3.5,6,-1,5,6/- (13-6),E,12,C,C,1,,,,110,,,,,3b-1e10
CON,M,"Crim,B",54,5,43,22,17.9,39.9,71,17.7,8*,0,0,57,9,15.4,24.4,51,10.8,8,0,0,-/- (---),E,10,D,D,1,,407,,,,,,,1b-4e7
CON,M,"Stallings,J",84,5,53,4,0,11,0,0,w*,0,7,43,4,12.8,23.8,19.1,0,w,4,7,-/- (---),E,8,D,D,2,301,,,,,,,,"c-3(-1)e1,T-12(pb-0)"
HOA,M,"Sanchez,J*",146,13,40,5,14.3,21.3,23.1,0,w,-4,9,29,8,10.6,20.5,21.1,1.3,2,-1,9,"*5,6/- (19-13)",B,12,D,C,2,,,,,,422,,322,lf-4(-2)e22 rf-3e22
KCA,M,"Fermin,F",192,13,22,3,21.5,26.5,31,3,w,-8,5,10,5,23.9,30.9,36.8,3.3,w,-7,5,4-6/8-10 (13-4),E,11,A,B,2,203,,571,,,,,,"c-2(-3)e3,T-5(pb-1) 2b-5e71"
KCA,M,"Frazier,A*",184,9,48,3,17.3,22.3,35.5,1.8,4,6,0,8,0,30.9,32.9,36.4,0.4,0,6,0,"4,6/10 (13-6)",E,12,D,C,1,,,302,423,,410,,410,2b-3e2 lf-4(+1)e10 3b-4e23 rf-4e10
KCA,M,"Grichuk,R",97,7,29,2,16.6,20.6,25.4,2.4,3,-8,6,9,12,5.5,19.5,5.5,0,w,-4,4,-/- (---),E,12,D,C,1,,,,,,308,,308,lf-3(0)e8 rf-3e8
KCA,M,"Yastrzemski,M*",156,25,0,27,2,30,8,2,3*,0,10,5,18,19.6,38.6,50,5.4,8*,0,12,2/- (20-6),E,13,B,C,1,,,,,,201,301,201,rf-2(-3)e1 lf-2e1 cf-3e1
LAA,M,"Lopez,N*",6,0,0,0,0,0,0,0,w*,0,0,17,0,0,0,0,0,w*,0,0,-/- (---),E,13,D,C,1,,,,322,316,400,,,ss-3e16 3b-3e22 lf-4(+2)e0
LAA,M,"Taylor,C",78,5,41,8,0.5,23.5,1.1,0.2,0*,0,0,45,2,12,29,26.3,1.3,2*,0,0,*2-7/- (15-13),C,13,D,D,5,,,308,406,,303,403,303,rf-3(+1)e3 2b-3e8 lf-3e3 cf-4e3 3b-4e6
LAA,M,"Wade Jr,L*",65,6,26,9,11.2,26.2,11.2,0,w,-7,0,46,8,6.1,20,16.5,3.5,w,0,0,3/- (20-6),D,10,D,D,1,,413,,,,405,,405,rf-4(+2)e5 1b-4e13 lf-4e5
LAN,M,"Feduccia,H*",2,1,39,11,0,11,0,0,w*,0,0,39,36,0,36,0,0,w*,0,0,-/- (---),E,10,D,C,2,,525,,,,,,,1b-5e25
LAN,M,"Kennedy,B",24,1,47,0,0,8,0,0,w*,0,0,16,0,0,8,0,0,w*,0,0,-/- (---),E,14,D,D,1,,416,,410,,,,,3b-4e10 1b-4e16
LAN,M,"Outman,J*",39,4,27,18,0,23,0,0,w*,0,0,72,8,4.4,17.5,17.2,4.3,8*,0,0,-/- (---),E,15,D,D,1,,,,,,,304,204,cf-3(-1)e4 rf-2e4
LAN,M,"Rortvedt,B*",49,4,16,19,16.6,43.6,16.6,0,w,-6,11,10,1,17.3,26.3,27.4,1.5,1,-7,15,-/- (---),E,10,C,C,2,303,,,,,,,,"c-3(0)e3,T-1(pb-0)"
LAN,M,"Taylor,C",35,0,44,0,24.3,24.3,36.1,0,w,4,21,56,0,8.8,8.8,12.6,0,w,4,26,2-12/- (3-1),E,13,D,D,5,,,308,,,303,403,,lf-3(+1)e3 cf-4e3 2b-3e8
MMN,M,"Fortes,N",129,7,5,9,12.3,24.3,17.7,0,w,-4,21,14,0,26.3,29.3,37.5,1.3,3,-4,24,-/- (---),E,10,D,C,3,204,,,,,,,,"c-2(+2)e4,T-8(pb-3)"
MMN,M,"Sanchez,J*",305,29,33,3,2.5,6.6,5.7,1,0*,0,20,18,9,26.3,36.3,40.3,1.9,3,-3,19,"*5,6/- (18-12)",B,12,D,C,2,,,,,,404,404,304,rf-3(-2)e4 cf-4e4 lf-4e4
MMN,M,"Bride,J",40,5,29,13,0,13,0,0,w*,0,0,65,10,0,10,0,0,w*,0,0,-/- (---),E,11,D,D,1,,407,,416,,,,,1b-4e7 3b-4e16
MMN,M,"Hill,D",127,9,51,10,8.4,21.5,16.8,0.8,0*,0,17,44,3,20.5,26.5,26.9,1.3,2,-10,13,"*4,6/- (20-13)",B,17,B,D,5,,,,,,,102,,cf-1(-1)e2
MLN,M,"Jansen,D",67,9,13,14,14.1,31.1,16.5,0,w,-7,9,33,19,19.8,41.8,39.8,5.4,8,-7,7,-/- (---),E,10,D,B,2,302,,,,,,,,"c-3(+1)e2,T-8(pb-0)"
MLN,M,"Vaughn,A",221,24,0,22,40.7,65.7,53.5,1,1,-6,19,14,8,26,37,41.6,3.4,5,-8,23,-/- (---),E,9,D,B,1,,311,,,,,,,1b-3e11
MLN,M,"Avans,D*",2,0,78,0,0,0,0,0,w*,0,0,79,0,0,0,0,0,w*,0,0,-/- (---),E,16,D,D,1,,,,,,402,,,lf-4(+1)e2
MLN,M,"Capra,V",54,2,29,0,2,6,8,2,2*,0,33,37,0,0,4,0,0,w*,0,33,*3/- (20-11),D,12,C,D,1,,,412,413,405,,,,3b-4e13 2b-4e12 ss-4e5
