TM,Location,HITTERS,AB,SO vlhp,BB v lhp,HIT v lhp,OB v lhp,TB v lhp,HR v lhp,BP v lhp,CL v lhp,DP v lhp,SO v rhp,BB v rhp,HIT v rhp,OB v rhp,TB v rhp,HR v rhp,BP v rhp,CL v rhp,DP v rhp,STEALING,STL,SPD,B,H,INJ,CA,1B,2B,3B,SS,LF,CF,RF,FIELDING
TOA,,"Grichuk,R",595,24,4,27,33,52.5,5,8,-9,20,30,3,17.5,22.5,38.5,5.2,8,-5,20,7/- (13-6),D,14,D,C,1,,,,,,,404,,cf-4(-1)e4
TOA,,"Guerrero Jr,V",612,13,15,13.5,30.5,34.5,5.3,8*,0,18,9,8,26.3,36.3,38.7,1.3,2,+6,20,3/- (16-6),D,10,D,B,0,,514,,,,,,,1b-5e14
TOA,,"Gurriel,L",584,24,3,24.6,29.6,43.4,4,7,-4,28,20,6,25.2,33.2,39.6,3.2,5,-4,24,"5,6/- (13-6)",C,12,D,C,1,,525,,,,303,,,lf-3(-3)e3 1b-5e25
TOA,,"Hernandez,T",525,44,12,15.3,28.4,39.7,6.8,8,-4,12,39,8,20.5,29.5,42.5,5.8,8,-8,13,"*4,6/- (17-11)",B,14,D,D,2,,,,,,,411,411,rf-4(-2)e11 cf-4e11
TOA,,"Jansen,D",348,25,15,4.4,23.4,8.4,1,2*,0,3,16,19,8.6,31.7,17,2.6,4,0,2,2/- (20-6),E,11,C,D,2,308,,,,,,,,"c-3(0)e8,T-1(pb-3)"
TOA,,"Kirk,A",64,30,4,17.3,21.3,32,3.3,w,+4,0,0,9,27.5,36.5,41.8,2,4,+4,0,-/- (---),E,8,D,C,2,412,,,,,,,,"c-4(+2)e12,T-19(pb-0)"
TOA,,"McGuire,R*",114,27,0,3,5,12,3,w*,0,21,23,0,13.5,15.5,19.8,1.9,3,-9,21,3/- (20-6),E,10,A,D,2,416,,,,,,,,"c-4(-1)e16,T-20(pb-7)"
TOA,,"Panik,J*",348,6,15,24.3,41.3,28.7,0,w,-1,21,8,14,16.9,32.9,24.3,0.8,w,-1,22,4/- (13-6),E,12,D,C,1,,,312,432,416,,,,2b-3e12 ss-4e16 3b-4e32
TOA,,"Shaw,T*",445,17,4,22.9,27.9,36.5,1,w,-9,19,36,15,14.1,30.2,27.9,3.8,7,-6,17,2/- (20-6),D,11,D,D,1,,220,,210,,,,,3b-2e10 1b-2e20
TOA,,"Tellez,R*",317,31,7,21.1,30.1,32.5,0.8,1,+7,4,17,5,20.9,27.9,45.5,7.2,8,+7,4,"4,6/11 (13-6)",D,10,D,C,2,,304,,,,,,,1b-3e4
TOA,,"Villar,J+",522,28,2,22.8,25.8,25.8,0.2,1,-10,7,32,13,21.8,35.8,34.5,3.2,w,-9,5,*3-6/- (19-14),AA,15,C,B,1,,,437,,425,,425,,2b-4e37 ss-4e25 cf-4(+2)e25
WAN,,"Cabrera,A+",528,7,4,25.1,30.1,42.1,2.8,5,+4,23,23,11,16.1,28.1,26,2,3,+4,21,2/- (20-6),E,10,D,C,1,,407,,411,,,,,1b-4e7 3b-4e11
WAN,,"Castro,S",165,14,4,51.7,56.7,84.1,4.4,w,-10,0,16,2,20.5,23.5,28.1,1.8,2,-11,0,2/- (20-6),E,12,D,C,4,,,330,,,,,,2b-3e30
WAN,,"Eaton,A*",434,16,6,9.4,18.4,12.2,0.3,0,+3,18,15,5,24.8,32.8,35.7,0.8,1,+3,19,*6/- (19-11),B,14,A,B,2,,,,,,,,404,rf-4(0)e4
WAN,,"Garcia,L*",370,26,0,16.6,17.6,21.1,1.5,w,-3,18,11,0,30.4,31.4,45.5,3.5,w,-3,18,*2-5/- (15-11),C,13,D,C,1,,,324,,488,,,,2b-3e24 ss-4e88
WAN,,"Gomes,Y",302,11,9,23.5,35.5,43.7,3.6,6,-8,5,26,3,21.5,27.5,32.5,1.6,1,-8,5,2/- (20-6),E,10,D,B,2,205,,,,,,,,"c-2(+1)e5,T-7(pb-2)"
WAN,,"Harrison,J",228,11,0,19.1,26.1,39.3,4.5,7,0,19,10,5,23.3,35.3,25.8,0.3,0,0,18,"*2-6,11/- (15-12)",B,13,D,B,1,,425,408,423,,412,,412,2b-4e8 3b-4e23 lf-4(+2)e12 rf-4e12 1b-4e25
WAN,,"Hernandez,Y*",71,20,11,15.5,26.5,29.6,0.9,1,-1,0,51,1,19,20,36,3.4,5,-3,0,3/- (20-6),D,10,D,D,1,,,,,,,,404,rf-4(0)e4
WAN,,"Holt,B*",260,36,6,18.4,27.4,25.2,0,w,+7,21,20,10,17.4,30.4,21,0,w,+7,20,5/- (16-6),C,13,D,B,1,,430,,314,,409,,409,3b-3e14 lf-4(+1)e9 1b-4e30 rf-4e9
WAN,,"Kendrick,H",254,10,0,22.3,24.3,37,4,6,-4,31,13,3,32.3,37.3,40,0.3,0,-4,30,6/- (13-6),D,10,D,D,2,,427,,,,,,,1b-4e27
WAN,,"Kieboom,C",290,33,13,22.8,40.8,34.5,3.1,w,+6,27,29,18,7.3,30.3,17,3,w,+6,20,"4,5/11 (13-5)",D,12,D,D,2,,,,316,,,,,3b-3e16
WAN,,"Noll,J",46,20,0,34.9,34.9,46,3.7,w,-9,29,30,0,26.1,26.1,38.4,1,1,-9,28,-/- (---),E,10,D,D,1,,412,,456,,,,,1b-4e12 3b-4e56
WAN,,"Robles,V",470,22,6,28.4,42.4,42.7,1.6,w,-9,0,32,1,16,25,21.6,0.8,0,-9,0,"*2-5,12/- (18-13)",B,15,B,D,1,,,,,,,305,,cf-3(-3)e5
WAN,,"Soto,J*",441,11,9,33.6,44.6,63.5,6,8,-7,2,13,25,25.9,52.8,47.3,5,8,-6,0,*7/- (17-6),B,13,D,B,2,,,,,,302,,302,lf-3(+1)e2 rf-3e2
WAN,,"Stevenson,A*",118,20,9,7.6,20.6,7.6,0,w,+5,0,31,8,26.8,38.8,46.8,1.1,1,+5,0,"*4,6/- (18-12)",B,15,D,D,1,,,,,,205,305,205,lf-2(+1)e5 rf-2e5 cf-3e5
WAN,,"Suzuki,K",322,4,4,32.5,42.5,50.9,3,4,-8,23,4,9,19.9,34.8,30.9,1.5,1,-7,23,2/- (20-6),E,8,D,C,2,304,,,,,,,,"c-3(+2)e4,T-1(pb-0)"
WAN,,"Taylor,M",255,58,4,11.1,17.1,26,3,4*,0,17,31,7,13.3,22.3,25.9,1.6,1,+2,18,*4-6/- (17-13),B,16,D,D,1,,,,,,206,206,206,lf-2(-3)e6 cf-2e6 rf-2e6
WAN,,"Thames,E*",341,35,13,5.9,22.9,15.6,2.6,3,+3,11,44,10,12.6,26.6,21,2,3,+4,9,5/- (15-6),C,10,D,D,1,,413,,,,,,,1b-4e13
WAN,,"Turner,T",650,5,13,34.3,49.3,55.5,2.3,3,-1,14,12,8,29.3,39.3,45.8,2.5,3,-2,16,*4-6/- (19-13),AA,17,D,B,1,,,,,226,,,,ss-2e26
ARN,M,"Lamb,J*",120,36,15,0.4,18.3,0.4,0,w,0,0,43,17,5.1,25.1,10.3,1.2,2,0,0,3-7/- (3-1),E,13,D,D,1,,406,,413,,,,,1b-4e6 3b-4e13
BOA,M,"Moreland,M*",192,42,4,27.6,33.5,30.8,0.9,0,-10,0,23,14,23.9,39.9,60,10.5,8,-7,0,-/- (---),E,9,D,C,1,,309,,,,,,,1b-3e9
BOA,M,"Pillar,K",329,11,2,26.5,31.5,46.4,3.7,7,-3,24,11,2,25.9,30.9,37,0.7,0,-3,24,*4-6/- (15-11),C,14,D,D,1,,,,,,203,103,203,rf-2(-2)e3 cf-1e3 lf-2e3
CHA,M,"Dyson,J*",28,2,3,25.2,28.2,25.3,0,w,-8,0,13,4,25.7,29.7,28.4,0,w,-8,0,*5/- (20-13),A,17,C,D,1,,,,,,208,208,208,cf-2(0)e8 rf-2e8 lf-2e8
CHN,M,"Martinez,J",56,48,12,2.8,14.9,11.4,2.8,w*,0,30,20,6,11.1,17.1,11.1,0,0,-8,32,-/- (---),E,11,D,C,1,,,,,,,,,
CHN,M,"Maybin,C",141,16,15,9.6,27.6,16.7,1.6,w,+5,14,27,6,24.5,33.5,44.2,3.2,w,+6,16,"*4,6/- (19-12)",B,13,D,C,2,,,,,,306,306,306,rf-3(0)e6 lf-3e6 cf-3e6
CHN,M,"Vargas,I+",79,22,3,14.1,17,23,2.8,4,-8,28,5,0,27.1,27.1,40.1,3.3,w,-9,29,3/- (20-6),D,13,D,C,2,,430,315,424,,,,,2b-3e15 1b-4e30 3b-4e24
CIN,M,"Ervin,P",101,5,17,5.6,26.6,9.3,0.2,0,-2,16,34,17,7.9,28.9,21.5,3.2,w*,0,17,*2-5/- (17-12),C,14,D,D,1,,,,,,304,404,,lf-3(-1)e4 cf-4e4
CIN,M,"Goodwin,B*",137,47,5,5,12,12.3,1.8,2*,0,16,42,11,16,29,31.9,3,4,-4,11,"*4,5/- (20-13)",B,13,D,D,1,,,,,,311,311,311,cf-3(0)e11 lf-3e11 rf-3e11
CLA,M,"Allen,G+",71,54,0,0,6,0,0,w*,0,0,25,0,23,29,29.2,0.4,0,-8,0,*5/- (20-13),B,16,D,D,1,,,,,,204,204,,lf-2(-2)e4 cf-2e4
CLA,M,"Hedges,A",32,61,4,0.3,4.3,0.7,0.2,0*,0,0,35,4,8.3,12.3,16.3,1.8,2,-2,0,-/- (---),E,9,A,C,2,201,,,,,,,,"c-2(-2)e1,T-8(pb-0)"
CLA,M,"Naylor,J*",168,11,12,19.1,32.2,24.4,1.3,2,0,0,9,3,23.9,27.9,31.3,1.3,0,0,0,2/- (20-6),E,13,D,B,1,,521,,,,516,,,lf-5(0)e16 1b-5e21
CON,M,"Pillar,K",254,4,0,40,43,55.3,2.5,3,-11,0,13,0,25.6,28.6,35.3,0.4,0,-11,0,*4-6/- (16-12),B,14,D,D,1,,,,,,,108,208,cf-1(-2)e8 rf-2e8
DEA,M,"Maybin,C",121,12,13,24.4,39.4,43.3,2,w,-8,28,36,12,14.7,28.7,24.2,1.5,1,-6,28,"2-5,12/- (13-11)",D,13,D,C,2,,,,,,,,314,rf-3(0)e14
KCA,M,"Olivares,E",170,20,0,16,18,33.2,3.8,w,-5,14,18,4,29,35,40.2,1.8,3,-10,14,"*2-8,11,12/9 (15-9)",C,14,D,C,1,,,,,,310,310,310,cf-3(-1)e10 lf-3e10 rf-3e10
LAA,M,"Castro,J*",148,55,19,9.2,30.2,16.5,2.1,1,-4,11,47,19,11.3,32.3,30,3.8,3*,0,17,-/- (---),E,9,D,D,2,301,,,,,,,,"c-3(-1)e1,T-8(pb-1)"
LAA,M,"Goodwin,B*",269,47,2,15.8,19.8,38,5.2,6,-2,0,42,11,20.2,33.2,38.1,2.5,1,-4,0,3/- (20-6),C,13,D,D,1,,,,,,304,304,304,lf-3(0)e4 rf-3e4 cf-3e4
MLN,M,"Vogelbach,D*",159,36,12,6.9,22,10.4,0.9,0,-3,20,29,21,24,48,39.2,4.4,7,-8,9,-/- (---),E,9,D,D,1,,507,,,,,,,1b-5e7
MMN,M,"Villar,J+",324,28,0,26.8,27.8,32.7,0.6,1,-15,16,31,12,23.8,36.8,27,0.3,0,-13,10,"*2-6,12/- (17-15)",A,15,C,B,1,,,447,,412,,425,,ss-4e12 2b-4e47 cf-4(+2)e25
MNA,M,"Vargas,I+",62,0,4,7.7,11.7,15.2,2.5,w,-3,33,0,0,38.6,38.6,58.5,0.6,0,-9,34,-/- (---),E,13,D,C,1,,,327,424,,,,,2b-3e27 3b-4e24
NYN,M,"Chirinos,R",83,20,19,26.3,50.2,48.6,3.8,7,-7,19,46,2,6.4,13.4,13.6,1,0*,0,34,-/- (---),E,9,D,B,3,303,,,,,,,,"c-3(+1)e3,T-6(pb-0)"
NYN,M,"Frazier,T",130,32,8,13.9,27,30.6,3,4,-1,16,30,5,15.6,25.6,26.4,3.1,4,-8,17,2/- (20-6),E,11,D,D,1,,,,313,,,,,3b-3e13
OAA,M,"Lamb,J*",120,12,9,10.7,24.7,28.6,4.2,7*,0,18,33,10,18.1,33.2,34.5,3.4,7,+6,15,-/- (---),E,13,D,D,1,,,,415,,,,,3b-4e15
PIN,M,"Alford,A",33,34,8,7.9,15.9,21,3.2,6*,0,0,12,10,18.4,28.4,55.9,6.8,8*,0,0,"*2-8,11/9,10,12 (15-8)",D,17,D,D,2,,,,,,212,312,,cf-3(+1)e12 lf-2e12
PIN,M,"Dyson,J*",138,12,14,14.6,30.6,14.6,0,w,+6,0,13,7,11.7,20.7,21.9,3.4,w,+6,0,*2-5/- (19-13),B,17,C,D,1,,,,,,,210,,cf-2(0)e10
SDN,M,"Allen,G+",7,44,0,18.5,45.5,18.5,0,w,-6,0,23,24,12.3,63.3,12.3,0,w,-5,0,*3/- (20-11),D,16,D,D,1,,,,,,,,204,rf-2(-2)e4
SDN,M,"Castro,J*",75,66,11,13.5,27.5,28.6,0.8,0*,0,11,39,13,13,29,28.4,1.2,1*,0,24,-/- (---),E,9,D,D,2,301,,,,,,,,"c-3(-1)e1,T-8(pb-0)"
SDN,M,"France,T",152,26,7,17.8,29.8,31,1.1,2,+6,13,22,8,29.5,42.5,41.6,3,5,+6,13,-/- (---),E,11,D,C,1,,406,,416,,,,,1b-4e6 3b-4e16
SDN,M,"Hedges,A",173,49,13,6.1,22,8.5,0.2,0,+6,25,32,6,8.6,17.7,21.9,4,8,+6,25,"*4,5/- (17-11)",C,9,A,C,2,201,,,,,,,,"c-2(-2)e1,T-8(pb-10)"
SDN,M,"Moreland,M*",184,39,3,16,20,28,2.8,5,+6,0,21,4,18.2,23.2,34.7,4,7,+6,0,-/- (---),E,9,D,C,1,,311,,,,,,,1b-3e11
SDN,M,"Naylor,J*",98,5,3,13.9,18.9,21.4,2.5,5,-8,32,10,2,29.1,33.1,37.2,1.5,2,-8,33,2/- (20-6),D,13,D,B,1,,521,,,,516,,516,rf-5(0)e16 lf-5e16 1b-5e21
SDN,M,"Nola,A",182,17,13,7.5,23.4,11,0.3,0,-2,21,24,13,25,40.9,37.2,2,4,-5,16,-/- (---),E,12,D,D,2,305,,,,,,,,"c-3(0)e5,T-5(pb-2)"
SDN,M,"Olivares,E",94,22,10,17.8,29.8,34.4,3.5,6,+4,0,44,0,14.5,16.5,16.2,0.2,0,+4,0,"*2-8,12/9-11 (15-8)",C,14,D,C,1,,,,,,317,317,317,rf-3(-1)e17 lf-3e17 cf-3e17
SDN,M,"Torrens,L",32,21,7,17.2,24.2,19.6,0,w,-8,0,8,10,26.5,36.5,36,0,w,-8,0,-/- (---),E,10,D,C,2,401,,,,,,,,"c-4(+1)e1,T-6(pb-20)"
SEA,M,"Ervin,P",113,31,23,9.3,34.3,22.9,3.4,w,+5,16,29,14,16.1,32.1,37.4,2.8,w,+6,14,"*2-6,11/12 (15-10)",C,14,D,D,1,,,,,,,,304,rf-3(-1)e4
SEA,M,"France,T",237,25,1,9.9,16.9,23.9,3,4,+8,18,21,9,32,47,42.2,1,1,+7,16,-/- (---),E,11,D,C,1,,,417,441,,,,,2b-4e17 3b-4e41
SEA,M,"Nola,A",274,12,8,16.6,27.6,29.4,1.6,3,-6,6,16,9,28.8,40.8,40.8,2.3,4,-12,6,-/- (---),E,12,D,D,2,305,303,,406,,,,,"c-3(0)e5,T-5(pb-5) 1b-3e3 3b-4e6"
SEA,M,"Torrens,L",165,18,7,18.9,26.9,26.4,0.8,1,-7,13,16,10,19.9,30.9,30,2.3,w,-7,12,-/- (---),E,10,D,C,2,401,,,,,,,,"c-4(+1)e1,T-6(pb-8)"
TBA,M,"Martinez,J",188,35,10,16.9,27.9,33,1.6,2,+6,28,22,13,19.8,33.8,23.5,1.2,2,+6,30,-/- (---),E,11,D,C,1,,514,,,,,,,1b-5e14
TEA,M,"Chirinos,R",118,27,25,4.3,36.3,14.1,2.8,w*,0,22,41,8,3.9,18.9,8.9,1,1,0,31,-/- (---),E,9,D,B,3,303,,,,,,,,"c-3(+1)e3,T-6(pb-7)"
TEA,M,"Frazier,T",299,19,15,22.1,42.1,34.6,1.8,3,-4,0,26,10,11.9,26.9,21.6,1.5,2,-4,0,5/- (15-6),D,11,D,D,1,,309,,321,,,,,1b-3e9 3b-3e21
TOA,M,"Alford,A",42,45,1,18.4,19.4,19.9,0.5,0,-7,0,62,1,10.6,11.6,33.4,7.6,8*,0,0,"*2-7,12/- (19-16)",A,17,D,D,2,,,,,,212,312,,lf-2(+1)e12 cf-3e12
TOA,M,"Villar,J+",197,27,8,15.1,24.1,27.3,3.8,w,+3,0,33,14,18.1,33.1,28.8,2.6,w,+3,0,"*2-5,12/- (19-14)",A,15,C,B,1,,,429,,460,,,,2b-4e29 ss-4e60
TOA,M,"Vogelbach,D*",161,40,23,0.9,24.8,3.3,0.8,1*,0,11,24,21,6.9,29,19.2,4,7*,0,11,-/- (---),E,9,D,D,1,,,,,,,,,
ATN,X,"Contreras,W",27,47,0,26.4,26.4,32.8,0,w,+4,0,32,0,32,32,42.8,0,w,+4,0,-/- (---),E,9,D,D,2,416,,,,,,,,"c-4(0)e16,T-20(pb-0)"
ATN,X,"Culberson,C",19,41,0,10.6,10.6,21.3,0,w*,0,0,56,4,19,23,38,0,w*,0,0,-/- (---),E,13,D,D,1,,430,447,,,,,,1b-4e30 2b-4e47
ATN,X,"Jackson,A",19,77,1,10.7,11.7,27.5,5.6,8,-3,3,52,2,13.4,15.4,32.8,3,5*,0,32,-/- (---),E,9,D,D,2,416,,,,,,,,"c-4(0)e16,T-20(pb-0)"
ATN,X,"Pache,C",10,56,0,39,39,39,0,w,-9,0,57,0,30.5,30.5,30.5,0,w,-9,0,-/- (---),E,15,D,D,1,,,,,,205,,,lf-2(-2)e5
ATN,X,"Schebler,S*",3,34,0,0,0,0,0,w*,0,0,48,0,0,0,0,0,w*,0,0,-/- (---),E,13,D,D,1,,,,,,,,406,rf-4(+1)e6
BAA,X,"Herrera,D",15,57,5,3,19,3,0,w,-1,0,64,3,0,14,0,0,w*,0,0,-/- (---),E,13,D,D,1,,406,,,,,425,,1b-4e6 cf-4(+2)e25
BOA,X,"Grullon,D",9,29,27,16.6,43.7,16.6,0,w,-3,0,35,31,9,40,9,0,w,-3,0,-/- (---),E,8,D,D,2,416,,,,,,,,"c-4(+2)e16,T-20(pb-0)"
BOA,X,"Puello,C",26,48,6,24.1,38.1,26.5,0,w,-8,0,8,26,18.3,52.3,19.9,0,w,-6,0,-/- (---),E,13,C,C,1,,,,,,303,,303,rf-3(-1)e3 lf-3e3
CHA,X,"Cuthbert,C",3,0,0,0,0,0,0,w*,0,0,0,0,0,0,0,0,w*,0,0,-/- (---),E,11,D,D,1,,,,431,,,,,3b-4e31
CHA,X,"Goins,R*",25,0,21,0,21,0,0,w*,0,0,31,0,13.1,13.1,20.1,0,w,-3,0,-/- (---),E,13,D,D,1,,,312,416,332,,,,3b-4e16 2b-3e12 ss-3e32
CHA,X,"Gonzalez,L*",5,26,0,0,11,0,0,w*,0,0,40,0,15.3,26.3,15.3,0,w,-8,0,-/- (---),E,14,D,D,1,,,,,,,425,,cf-4(-1)e25
CHA,X,"Mercedes,Y",3,0,0,0,0,0,0,w*,0,0,0,0,0,0,0,0,w*,0,0,-/- (---),E,9,D,C,2,,,,,,,,,
CHN,X,"Perez,H",16,12,0,26.3,26.3,29.9,0,w,-9,0,36,11,22.5,33.5,34.8,0,w,-8,0,-/- (---),E,14,D,D,1,,416,305,,,406,,,1b-4e16 2b-3e5 lf-4(0)e6
CHN,X,"Wisdom,P",6,1,0,9.5,9.5,9.5,0,w,-7,0,21,0,5.4,5.4,5.4,0,w,-4,0,-/- (---),E,12,D,D,1,,430,,,,,,,1b-4e30
CLA,X,"Chang,Y",32,26,24,13.6,37.6,15.4,0.6,0,-7,23,40,6,4.7,10.7,12.5,1.8,2*,0,32,-/- (---),E,13,D,D,1,,,471,411,407,,,,2b-4e71 3b-4e11 ss-4e7
CLA,X,"Johnson,D*",33,0,0,0,0,0,0,w*,0,0,37,0,16.3,16.3,22.7,1.6,2,+4,0,*3/- (20-11),D,15,D,D,1,,,,,,408,,408,rf-4(-2)e8 lf-4e8
DEA,X,"Dixon,B",39,49,15,0.6,15.6,0.6,0,0,0,17,33,4,10.9,15,22.9,1.4,1,0,20,-/- (---),E,13,D,D,1,,412,471,,,411,,,1b-4e12 lf-4(+1)e11 2b-4e71
DEA,X,"Hill,D",33,52,0,3.2,3.2,10.1,2,3*,0,0,50,6,10.2,16.2,16.4,1.5,1,+4,0,*3/- (20-11),D,15,C,D,1,,,,,,,325,,cf-3(+1)e25
DEA,X,"Lugo,D",31,0,13,28.5,41.5,28.6,0,w,+4,21,10,0,22,22,24.4,0,w,+4,24,-/- (---),E,13,D,C,1,,,422,419,,,,,3b-4e19 2b-4e22
HOA,X,"Alvarez,Y*",22,0,2,19.6,30.6,44.6,7.3,8,-6,30,34,11,24.4,44.4,56.9,9.5,8,-7,8,-/- (---),E,8,D,D,6,,,,,,,,,
HOA,X,"Stubbs,G*",24,16,0,10.6,10.6,16.4,0,w,-2,0,9,0,19.1,19.1,22,0,w,-9,0,2-12/- (3-1),E,13,C,C,2,304,,,,,416,,,"c-3(0)e4,T-20(pb-0) lf-4(+1)e16"
KCA,X,"Gutierrez,K",29,66,0,10.4,10.4,12.5,0,w,-6,0,36,25,12.5,37.5,14.1,0,w,-7,0,-/- (---),E,13,D,D,4,,,,319,,,,,3b-3e19
KCA,X,"Hernandez,O",10,17,0,19.9,19.9,19.9,0,w,-9,34,42,0,41.6,41.6,41.6,0,w,-9,14,-/- (---),E,10,D,D,2,316,,,,,,,,"c-3(0)e16,T-20(pb-0)"
KCA,X,"Mejia,E+",40,37,1,2.3,3.3,2.3,0,w,-1,0,45,0,14.2,14.2,24,0,w,-3,0,*4/- (20-11),C,16,B,D,1,,,427,453,,408,,,3b-4e53 lf-4(0)e8 2b-4e27
KCA,X,"Reynolds,M",29,19,10,9.1,19.1,15.5,0,w*,0,0,63,5,1.3,6.3,2.5,0,w*,0,0,-/- (---),E,13,D,D,1,,,,350,,,,,3b-3e50
LAA,X,"Briceno,J",15,21,14,12.9,26.9,12.9,0,w,-8,0,28,17,11.8,28.8,11.8,0,w,-7,0,-/- (---),E,10,D,D,2,316,,,,,,,,"c-3(0)e16,T-20(pb-20)"
LAA,X,"Hermosillo,M",24,13,16,17.6,33.6,25.3,2,3,-4,0,52,0,10.1,10.1,24.3,3.2,5*,0,0,*3/- (20-11),D,15,D,C,1,,,,,,207,407,,lf-2(0)e7 cf-4e7
LAA,X,"Jones,J",19,8,5,26.7,31.7,34.9,0,w,+4,0,33,0,39.5,39.5,44.9,0,w,+4,0,*3/- (20-11),D,13,D,D,1,,,429,,,,,,2b-4e29
LAA,X,"Soto,E",18,8,5,41.5,46.5,56.5,0,w,-8,0,20,13,25.8,38.8,30,0,w,-8,0,-/- (---),E,13,D,C,1,,,323,,321,,,,ss-3e21 2b-3e23
LAN,X,"McKinstry,Z*",19,0,0,0,0,0,0,w*,0,34,41,1,27.5,28.5,43.8,0,w,-4,29,-/- (---),E,14,D,C,1,,,421,,,,,425,rf-4(0)e25 2b-4e21
LAN,X,"Ruiz,K+",21,0,0,0,0,0,0,w*,0,0,15,0,20.4,20.4,34.5,3.2,6,-9,0,-/- (---),E,8,D,D,2,416,,,,,,,,"c-4(+1)e16,T-20(pb-0)"
MMN,X,"Lavarnway,R",29,64,3,22.6,25.6,31.9,2.3,5,-8,0,13,6,26.6,32.7,32.5,1.5,3,-8,0,-/- (---),E,8,D,D,2,416,,,,,,,,"c-4(+1)e16,T-3(pb-0)"
MMN,X,"Navarreto,B",13,10,0,39.4,39.4,39.4,0,w,-4,0,25,0,33.2,33.2,33.2,0,w,-4,0,-/- (---),E,8,A,C,2,416,,,,,,,,"c-4(+1)e16,T-20(pb-0)"
MMN,X,"Ramirez,H",29,3,0,22.3,22.3,23.5,0,1,+4,0,21,9,15.3,24.3,23.3,2.1,5,+4,0,2-12/- (3-1),E,13,D,D,6,,,,,,401,,401,rf-4(+2)e1 lf-4e1
MMN,X,"Rodriguez,S",33,64,6,18.3,24.3,28.4,2.5,5,-8,0,58,2,2.8,4.8,3.6,0.3,1*,0,0,-/- (---),E,12,C,D,1,,,410,,,404,,,2b-4e10 lf-4(+2)e4
MNA,X,"Blankenhorn,T*",10,0,0,0,20,0,0,w*,0,0,12,0,29.1,49.1,42,0,w,-7,0,-/- (---),E,12,D,C,1,,,419,,,,,,2b-4e19
MNA,X,"Whitefield,A",3,0,0,0,0,0,0,w*,0,0,40,0,0,0,0,0,w*,0,0,-/- (---),E,16,D,C,1,,,,,,,303,,cf-3(0)e3
NYA,X,"Florial,E*",8,39,0,0,0,0,0,w*,0,0,56,0,25.1,25.1,25.1,0,w,-9,0,-/- (---),E,15,D,D,1,,,,,,,311,,cf-3(-1)e11
NYN,X,"Cordell,R",21,59,0,13.5,13.5,16,0,w,-8,0,30,0,9.8,9.8,16.1,0,w,-1,0,*3/- (20-11),D,15,B,D,1,,,,,,,307,307,cf-3(-1)e7 rf-3e7
NYN,X,"Nunez,E",6,7,0,44.1,44.1,44.1,0,w,-9,0,10,0,40.7,40.7,40.7,0,w,-9,0,*3/- (20-11),D,13,D,C,6,,,,,,,,508,rf-5(+2)e8
NYN,X,"Rivera,R",10,45,0,27.5,27.5,27.5,0,w,-9,0,90,0,8.3,8.3,8.3,0,w,-5,0,-/- (---),E,8,D,D,6,404,,,,,,,,"c-4(+1)e4,T-1(pb-0)"
NYN,X,"Sanchez,A",26,34,0,7,7,11.5,0,w*,0,34,16,9,12.8,21.8,14.8,0,w,-8,31,-/- (---),E,9,D,D,1,416,,,,,,,,"c-4(0)e16,T-20(pb-11)"
OAA,X,"Brown,S*",13,56,0,0,0,0,0,w*,0,0,53,6,8.4,14.4,8.4,0,w,-5,0,-/- (---),E,12,D,D,1,,418,,,,,,,1b-4e18
OAA,X,"Orf,N",18,19,7,16.9,23.9,27.6,0,w,-4,0,21,0,4,4,7.8,0,w*,0,0,-/- (---),E,15,D,D,1,,,408,,424,,,,ss-4e24 2b-4e8
PHN,X,"Marchan,R+",23,0,0,9.9,9.9,9.9,0,w,-7,0,19,6,29.5,35.5,40.4,2.8,4,-8,0,-/- (---),E,10,D,C,2,316,,,,,,,,"c-3(0)e16,T-20(pb-0)"
PHN,X,"Moniak,M*",44,57,0,2.7,2.7,4.9,0.8,1,0,0,31,19,18.7,37.7,20.9,0.8,0,-7,0,3/- (20-6),D,13,D,D,1,,,,,,425,,425,lf-4(+1)e25 rf-4e25
PHN,X,"Torreyes,R",19,0,0,4.7,4.7,9.3,0,w*,0,34,0,2,21.6,23.6,43.2,0,w*,0,33,-/- (---),E,14,D,C,1,,,304,,340,,416,,ss-3e40 2b-3e4 cf-4(+2)e16
PIN,X,"Craig,W",10,17,0,0,0,0,0,w*,0,0,52,0,0,0,0,0,w*,0,0,-/- (---),E,10,D,C,1,,302,,,,,,,1b-3e2
PIN,X,"Martin,J*",27,5,8,8.9,17,19.4,2.8,4,-2,0,33,11,9.9,20.9,18.7,2,4,-3,0,-/- (---),E,15,D,D,2,,,,,,,413,,cf-4(+1)e13
PIN,X,"Susac,A",8,28,40,4.2,44.2,4.2,0,w,-2,0,0,48,0,48,0,0,w*,0,0,-/- (---),E,9,D,D,2,309,,,,,,,,"c-3(+1)e9,T-11(pb-0)"
SDN,X,"Almonte,A+",31,39,5,18.1,23.1,29.9,3,5,-8,0,30,17,8.6,25.6,12.4,1.3,1,-5,0,"*2-8,11/9,10,12 (15-8)",D,14,D,D,1,,,,,,414,,,lf-4(-1)e14
SDN,X,"Campusano,L",9,36,0,30.7,52.7,77.5,15.6,8,-7,0,36,0,30.1,52.2,44.5,4.8,8,-7,0,-/- (---),E,9,D,D,3,,,,,,,,,
