Name,Org,Pos,Current Level,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,playerId
"Glenn Otto","NYY","SIRP","A+",,37,,"35+",2022,"Med","24.9333333","6' 5""","240","R","R",2017,"Draft","NYY",323400,"Rice","Otto was a reliever at Rice (winces) who the Yankees wanted to develop a changeup and try to start, but he missed nearly the whole 2018 season with blood clot issues in his shoulder. He was up to 98 mph and flashed a 70 curveball in short stints before the injury, then last year was sitting 92-94, albeit with other traits (spin rate and axis) that enabled it to play better than that. Otto's arm action is NC-17 violent but his is a relief profile anyway. I have him in an up/down role. <em>(At-home dev)</em>",,"sa915710"
"Raimfer Salinas","NYY","CF","R",,38,,"35+",2023,"High","20.1305555","6' 0""","175","R","R",2017,"J2","NYY",1850000,"Venezuela","For some international scouts, Salinas was ahead of Cabello and Pereira, and was the top prospect in their 2017 signing class; he got the biggest bonus of the group at $1.85 million. Salinas' 2018 season was ruined by a broken ring finger and knee bursitis that limited him to 11 games; in 2019 he was healthy and just didn't look great. He's still a plus runner with a plus arm and a chance for plus defense in center field, but his swing and approach have become questions. He struggled in a brief December run with Aguilas de Zulia in Venezuela, looking like a punchy Guillermo Heredia type at best. <em>(LVBP)</em>",,"sa3005597"
"Osiel Rodriguez","NYY","SP","R",,39,,"35+",2023,"High","19.2361111","6' 3""","205","R","R",2018,"J2","NYY",600000,"Cuba","Rodriguez was shut down for almost all of 2019, was only sitting 86-90 when he threw, and his body backed up. This came after he had a pretty long track record of chucking 94-97 in international competition. He pitched as a 14-year-old for the 15-and-under Cuban team, and posted a 69 IP, 32 H, 2 XBH, 20 BB, 102 K line for that squad. Even though his velocity returned in a bullpen environment in 2020, Rodriguez's frame is still close to maxed and his arm action (and how it's already changed a couple times) is scary. ","_Jj3rLa-Lm4","sa3009991"
"Alan Mejia","NYY","CF","R",,40,,"35+",2023,"High","19.575","6' 0""","165","R","R",2017,"J2","NYY",75000,"Dominican Republic","Mejia is yet another of the several interesting prospects the Yankees moved from the DSL to the GCL in the middle of the summer of 2019. He's a medium-framed center field prospect with more present power than you'd expect for someone his size. He's seen time in the corners because of the presence of other center field prospects, and has some contact issues that need remedying, but the base of tools and athleticism was appealing to scouts who saw him in the DSL at the start of the season. <em>(At-home dev)</em>",,"sa3008420"
"Randy Vasquez","NYY","MIRP","R",,41,,"35+",2022,"Med","22.2888888","6' 0""","165","R","R",2017,"J2","NYY",10000,"Dominican Republic","I have nothing new on Vasquez. A spin rate monster who pitched in the Pulaski rotation in 2019, Vasquez's realistic projection is in the bullpen, where his pedestrian fastball velo would theoretically tick up and he could rely more heavily on his tornado-like curveball. His size and 40-man timeline (December 2021) both funnel him toward the 'pen, too.",,"sa3007933"
"Yoljeldriz Diaz","NYY","SP","R",,42,,"35+",2023,"High","19.5916666","5' 11""","165","R","R",2018,"J2","NYY",10000,"Venezuela","He's not especially lanky or big-framed, but Diaz is a plus on-mound athlete with an athletic build, clean arm action, and plus-flashing curveball. Because he doesn't have clear, framed-based velocity projection, it's important that Diaz either develop a bevy of good pitches or sniper's command, and I think he has a chance to do both based on how athletic he is. <em>(At-home dev)</em>",,"sa3010248"
"Roberto Chirinos","NYY","SS","R",,43,,"35+",2022,"High","20.4416666","5' 11""","180","R","R",2017,"J2","NYY",900000,"Venezuela","Nothing new here. I thought maybe Chirinos would play for Anzoátegui in the Venezuelan Winter League (the team that won that league and went on to play in Serie del Caribe), but he isn't listed on their roster. Chirinos' 2019 line was much more in line with his tools than his pro debut. After the Yankees moved him around to various positions in an instructional setting, he started seeing time all over the infield in actual games last year, and some scouts think his body, arm strength, and toughness would be an interesting fit at catcher, even in a part-time capacity. Realistically, he profiles as a utility infielder, but the catching possibility is intriguing. <em>(At-home dev)</em>",,"sa3005484"
"Jake Agnos","NYY","MIRP","R",,44,,"35+",2023,"Low","22.7333333","5' 11""","206","L","L",2019,"Draft","NYY",411500,"East Carolina","No change here. Agnos, New Yorks' 2019 fourth rounder, was up to 96 during his 2018 summer stint with Team USA but sat 88-92 as a starter the following spring, and that's where his post-draft velo was as well. Unless the pre-draft summer velo returns (which is more likely if he ends up in the bullpen), Agnos projects as a fifth or sixth starter with three average pitches. <em>(At-home dev)</em>",,"sa1054040"
"Ken Waldichuk","NYY","MIRP","R",,45,,"35+",2023,"Med","23.1083333","6' 4""","220","L","L",2019,"Draft","NYY",307300,"St. Mary's","Waldichuk is a loose, lanky lefty who gets way down the mound (he generates nearly seven feet of extension) and has big carry on his fastball. He might be able to add strength and velocity, at which point he could break out. Until then, Waldichuk's three-pitch mix fits in a swingman or long relief role. <em>(At-home dev)</em>",,"sa1115814"
"Chris Gittens","NYY","1B","AA",,46,,"35+",2021,"High","27.0361111","6' 4""","250","R","R",2014,"Draft","NYY",125000,"Grayson JC (TX)","No change to Gittens' report, though I'll add that it sounds like a couple of teams were interested in signing him as a six-year minor league free agent this offseason, perhaps including some clubs with a clearer path to 1B/DH playing time than the Yankees, who were able to convince him to come back. A former two-way player who used to tip the scales at a cool three bills, Gittens is now hitting for huge power in the upper levels of the minors. Based on the data I have, he led all minor leaguers in 2019 average exit velo at a whopping 96 mph. Gittens was a 25-year-old repeating Double-A, and he struck out nearly 30% of the time. Those two things make it unlikely that he'll carve out a big league career, but he might be either an interesting depth piece in the event of a bunch of first base injuries (a phenomena the Yankees have dealt with in recent years) or a flier for a rebuilding team. <em>(At-home dev)</em>",,"sa829048"
"Nelson L Alvarez","NYY","SIRP","R",,47,,"35+",2023,"Med","22.6833333","6' 4""","220","R","r",2019,"Draft","NYY",125000,"South Florida","This Nelson Alvarez is now the only Nelson Alvarez in the Yankees system after they released first baseman Nelson B. Alvarez last year. This Alvarez spent two years at Miami Dade Community College before transferring to South Florida, where he immediately became the team's closer, though he'd also sometimes work multiple innings (he once threw 2.1 innings against Bethune-Cookman, accruing all seven outs by strikeouts). He was throwing in the mid-90s there, and became New York's 13th rounder in 2019. Then Alvarez sat 94-97 after signing. He's an arm strength relief prospect who needs to find a dynamic second offering. He is one of several Yankees who have been working out in Miami. <em>(At-home dev)</em>",,"sa3010783"
"Madison Santos","NYY","CF","R",,48,,"35+",2023,"High","21.4472222","5' 10""","165","L","R",2017,"J2","NYY",10000,"Dominican Republic","No change here, though I think a prospect like Santos is the sort especially harmed by the lack of a minor league season since I'd have liked to see him make either mechanical adjustments or even just show better baseball feel and acumen. Santos is a toolsy, frustrating prospect with above-average bat speed. His swing is often unbalanced and his weight is often forward much earlier than it needs to be, but he has the hand talent to make impact contact anyway. He needs considerable polish but the speed and raw power are interesting, and while Santos' issues are somewhat severe, they're at least easy to diagnose. <em>(At-home dev)</em>",,"sa3006206"
"Yoelqui Cespedes","CHW","CF",,,25,,"35+",2022,"High","23.3972222","5' 9""","205","R","R",2021,"J2","CHW",2050000,"Cuba","As you'd expect given his lineage, Cespedes has prodigious physical gifts, including elite arm strength. I do not think he'll hit enough to play a big league role, though. His long, noisy swing causes him to be late on velocity and Cespedes hasn't played or seen live pitching regularly for nearly four years, and when he has played, he's struck out a bunch. The error bar around Cuban players is big because the context in which they're evaluated is often strange, but I'm pessimistic about the bat based on the info I have.",,
