TM,Location,PITCHERS,IP,SO vlhp,BB vlhp,HIT v lhp,OB v lhp,TB v lhp,HR v lhp,BP v lhp,DP vlhp,SO v rhp,BB v rhp,HIT v rhp,OB v rhp,TB v rhp,HR v rhp,BP v rhp,DP v rhp,HO,ENDURANCE,FIELD,BK,WP,BAT-B,STL,SPD
CHN,X,"Wieck,B*",3,5,34,29.8,63.8,119.2,29.8,8*,0,50,7,12.2,19.2,48.8,12.2,8*,0,-1,R(1),4- 0,0,0,1WL-C,E,10
CIN,X,"Biddle,J*",2,20,24,12.9,36.9,12.9,0,0,0,12,37,10,47,10,0,0,0,-1,R(1),2- 0,0,0,1WL-C,E,10
CIN,X,"De Leon,J",17,27,26,11.5,37.4,24.2,4.3,5,0,25,33,10.6,43.6,15.4,1.6,0,0,9,R(2),3- 0,0,0,1WR-C,E,10
CIN,X,"Kuhnel,J",9,18,0,15.8,15.8,39.8,7.5,8,0,14,4,21.4,25.4,47.9,8.3,8,0,-1,R(1),3- 0,0,0,1WR-C,E,10
CIN,X,"Romano,S",4,0,6,2,8,2,0,0*,0,0,4,0,4,0,0,0*,0,-1,R(1),3- 0,0,0,1WL-C,E,10
CIN,X,"Strop,P",7,7,54,6.8,60.8,13.5,0.6,0*,0,32,40,3,43,12,3,2*,0,-1,R(1),4- 0,0,20,1WR-C,E,10
CLA,X,"Nelson,K*",2,0,2,75.3,77.3,81.5,0,0*,0,0,24,46,70,93.9,11.7,8*,0,-1,R(1),3- 0,0,0,1WL-C,E,10
CON,X,"Davis,W",12,13,6,28.1,34.1,51,2.6,4,0,10,11,40.4,51.4,119.3,20.5,8,0,9,R(1) C(4),4- 0,0,20,1WR-C,E,10
CON,X,"Diehl,P*",17,26,7,18.4,25.4,54.1,9.5,8,0,3,4,30,34,56.3,2,1,0,-1,R(1),2- 0,0,0,1WL-C,E,10
CON,X,"Doyle,T",6,5,30,32.5,62.5,68.9,1.4,2,0,5,34,37.3,71.3,93.8,0.8,1*,0,-1,R(1),3- 0,0,0,1WR-C,E,10
CON,X,"Harvey,J",9,21,4,23.2,27.2,39.2,0.8,1,0,1,9,12,21,16.6,1.2,1,0,-1,R(1),4- 0,0,0,1WR-C,E,10
CON,X,"Mujica,J",12,0,9,55.7,64.7,72.3,2.2,3*,10,0,11,40.8,51.8,105.2,17.5,8,12,-1,R(2),3- 0,0,0,1WR-C,E,10
CON,X,"Pazos,J*",15,0,24,28.9,52.9,59.3,6.5,8,9,0,25,41,66.1,69.8,4,5*,6,9,R(1),2- 0,0,0,1WR-C,E,10
CON,X,"Ramos,A",7,0,9,32.5,41.5,71.8,6.4,8,0,5,40,3.7,43.7,14.6,3.6,5*,0,-1,R(1),2- 0,0,0,1WR-C,E,10
CON,X,"Santos,A",17,5,18,43.7,61.7,84.7,1.2,0,5,5,7,44.8,51.8,63.3,3.8,5,8,-1,S(4) R(3),3- 0,0,0,1WR-C,E,10
DEA,X,"Burrows,B",20,3,9,16.8,25.8,30.5,2.6,4,0,4,6,27,33,64.4,12.3,8,0,-1,R(1),3- 0,0,0,1WR-C,E,10
DEA,X,"Castro,A",3,3,32,17.6,49.6,50.7,7.8,8*,0,36,8,11.1,19.1,38.7,8.3,8*,0,-1,R(1),3- 0,0,0,1WR-C,E,10
DEA,X,"McKay,D",1,0,32,27.3,59.3,109,27.3,8*,0,0,32,26.8,58.8,107,26.8,8*,0,9,R(1),4- 0,0,0,1WR-C,E,10
DEA,X,"Zimmermann,J",17,8,10,57.7,67.7,81.1,1.8,2*,0,19,0,25.5,25.5,39.5,0.8,0,6,-1,S(4) R(3),3- 0,0,0,1WR-C,E,10
HOA,X,"Abreu,B",9,33,28,1.4,29.4,5.6,1.4,1*,0,3,61,0.7,61.7,2.5,0.6,0*,0,-1,R(1),3- 0,0,0,1WR-C,E,10
HOA,X,"Biagini,J",12,8,19,44.5,63.5,79.7,4,6*,0,17,9,35.8,44.8,45,0,0,0,-1,R(1),3- 0,0,20,1WR-C,E,10
HOA,X,"Devenski,C",10,38,8,25.6,33.6,28.6,1,1,0,1,15,44,59,74.5,4.5,8,0,9,R(1),4- 0,0,0,1WR-C,E,10
HOA,X,"Osuna,R",12,8,0,19.4,19.4,35.9,0,0,0,35,0,3.7,3.7,7.9,1.4,2,0,-1,R(1) C(2),4- 0,0,0,1WR-C,E,10
HOA,X,"Peacock,B",6,6,11,37.1,48.1,67,0,0,0,45,16,8.3,24.3,8.7,0,0,0,-1,R(1),3- 0,0,0,1WR-C,E,10
HOA,X,"Sanabria,C",6,0,34,20.7,54.7,55.4,7.8,8,0,30,28,11.7,39.7,31.1,4.3,7*,0,-1,R(1),3- 0,0,20,1WR-C,E,10
HOA,X,"Verlander,J",17,42,3,5.2,8.1,19.4,4.8,8*,12,54,0,8.8,8.8,31,7.4,8*,6,-1,S(5),2- 0,0,0,1WR-C,E,10
KCA,X,"Blewett,S",8,9,19,41.4,60.4,78.5,1.4,2,0,15,3,35.1,38.1,65.1,0.8,1,0,-1,R(1),3- 0,0,0,1WR-C,E,10
KCA,X,"Bolanos,R",10,0,23,50.4,73.4,57.2,1.8,2*,2,1,13,44.6,57.6,88.7,14.7,8*,10,-1,S(1),3- 0,0,20,1WR-C,E,10
KCA,X,"Griffin,F*",5,0,0,0,0,0,0,0*,0,6,0,0.9,0.9,1.7,0,0*,0,-1,R(1),3- 0,0,0,1WR-C,E,10
KCA,X,"Lovelady,R*",3,0,21,39.4,60.4,78.8,0,0*,12,0,33,26.3,59.3,96.2,22,8*,10,-1,R(1),2- 0,0,0,1WL-C,E,10
KCA,X,"McCarthy,K",17,0,11,33.5,44.5,62.9,9.4,8,12,0,6,44.4,50.4,46.4,0,0,12,-1,R(2),4- 0,0,0,1WR-C,E,10
KCA,X,"Montgomery,M*",15,41,1,24.6,25.6,34,1.2,1,0,9,5,27.2,32.2,43.2,2.2,4,0,9,S(4) R(3),4- 0,0,0,1WL-C,E,10
KCA,X,"Rosario,R*",9,5,30,33.4,63.5,39.3,1.8,2,0,9,13,39.8,52.8,66.2,6,8,0,-1,R(1),3- 0,0,20,1WL-C,E,10
KCA,X,"Sparkman,G",14,0,11,41.7,52.7,51.7,0,0,0,0,0,31.9,31.9,38.9,0,0,0,-1,R(1),4-51,0,0,1WR-C,E,10
LAA,X,"Bard,L",15,37,1,26.4,27.4,52.9,8.8,8,0,24,0,25.3,25.3,49.1,3.8,6,0,9,R(1),4- 0,20,0,1WR-C,E,10
LAA,X,"Keller,K",6,25,4,0,4,0,0,0*,0,0,22,17.5,39.5,22,0,0,0,9,R(1),3- 0,0,20,1WR-C,E,10
LAA,X,"Ohtani,S",5,6,49,22.8,71.8,27.5,0,0*,0,16,43,12.9,56,15.2,0,0,0,-1,S(4),3- 0,0,20,1NL-D,E,10
LAA,X,"Peters,D*",5,0,0,19.3,19.3,69.1,16.6,8,0,27,0,27.3,27.3,85.5,17,8,0,-1,S(4),2- 0,0,0,1WL-C,E,10
LAA,X,"Quijada,J*",10,36,13,16.6,29.6,32.5,5.3,6,0,5,18,52.1,70.1,58.8,1.8,2*,0,-1,R(1),4- 0,0,0,1WL-C,E,10
LAA,X,"Rodriguez,J",5,0,28,29.8,57.8,34,0,0,0,0,1,13.8,14.8,19.3,0,0,0,-1,R(1),3- 0,0,0,1WR-C,E,10
LAA,X,"Suarez,J*",6,0,42,34.5,76.5,56.8,0.4,0*,0,5,24,38.2,62.2,63.7,5.8,8*,0,-1,S(4),4-51,0,20,1WL-C,E,10
LAN,X,"Sborz,J",12,7,4,14.9,18.9,32,1.2,1*,0,21,11,4.6,15.6,18.4,4.6,6*,0,-1,R(1),3- 0,0,0,1WR-C,E,10
LAN,X,"White,M",8,26,16,3.3,19.4,10,1.8,2*,0,3,5,13.4,18.4,20.9,1.8,2,0,9,R(1),3- 0,0,0,1WR-C,E,10
MLN,X,"Bickford,P",3,19,1,49.8,50.8,80.3,0,0,0,6,3,60.4,63.4,65.2,0,0,0,-1,R(1),3- 0,0,20,1WR-C,E,10
MLN,X,"Black,R",8,16,39,7.8,46.8,10.4,0.6,1,0,28,19,4.8,23.9,12.7,1.8,2*,0,-1,R(1),3- 0,0,0,1WR-C,E,10
MLN,X,"Grimm,J",13,5,22,41.8,63.8,90.4,15.4,8*,0,25,18,20.5,38.5,50.7,9.3,8,0,-1,R(1),2- 0,0,0,1WR-C,E,10
MLN,X,"Perdomo,A*",8,11,56,9.1,65.1,20.5,1.2,1*,0,30,31,13.9,44.8,30,1.2,2*,0,9,R(1),3- 0,20,0,1WL-C,E,10
MLN,X,"Wahl,B",7,3,4,37.5,41.5,102.3,15.3,8,0,17,6,19.5,25.5,69.1,15.3,8*,0,-1,R(1),4- 0,0,0,1WR-C,E,10
MMN,X,"Brigham,J",3,0,6,34,40,61.2,0,0,0,0,6,24,30,24,0,0,0,-1,R(1),2- 0,0,0,1WR-C,E,10
MMN,X,"Eibner,B",10,9,0,43.3,43.3,63.2,3.8,8,6,21,20,21.6,41.6,28.2,2.2,5,3,-1,R(1),3- 0,0,20,1WR-D,E,10
MMN,X,"Guzman,J",3,0,36,27.5,63.5,110,27.5,7*,0,0,6,21.8,27.8,87,21.8,8*,0,-1,R(1),3- 0,0,0,1WR-C,E,10
MMN,X,"Holloway,J",1,0,43,27.8,70.8,47.3,0,0*,0,0,22,55.9,77.9,96.4,0,0*,0,-1,R(1),3- 0,0,0,1WR-C,E,10
MMN,X,"Moran,B*",14,21,28,19.9,47.9,37.3,0,0,0,30,23,16.9,39.9,41.8,3.2,7*,0,8,R(1),3- 0,0,0,1WL-C,E,10
MMN,X,"Morin,M",12,1,17,15.9,32.9,33.4,0.8,2*,12,16,6,3.7,9.7,8.2,0.4,1*,12,-1,R(2),2- 0,0,0,1WR-C,E,10
MMN,X,"Quezada,J",9,0,15,35,50,73.7,12.8,8*,12,19,24,26.1,50.1,28,0.4,2,0,-1,R(1),3- 0,0,0,1WR-C,E,10
MMN,X,"Shafer,J",16,8,5,49,54,106.4,8,8,0,19,25,8.9,33.8,27,3.6,8*,0,9,R(1),4- 0,0,0,1WR-C,E,10
MMN,X,"Sharp,S",15,6,30,12.1,42,31.9,4.1,8,5,0,9,27,36,58.2,0,0,6,-1,R(2),2- 0,0,0,1WR-C,E,10
MMN,X,"Smith*,J*",5,53,7,12.1,19,28.5,2.2,5*,0,22,26,22,48,88,22,8*,0,-1,R(1),4- 0,0,0,1WL-C,E,10
MMN,X,"Venditte,P*",13,27,3,13,16,39.4,0.6,2*,12,48,3,4.3,7.3,11.4,0,0*,12,-1,R(1),3- 0,0,0,1WL-C,E,10
MMN,X,"Vesia,A*",13,12,24,24.3,48.3,43.8,6.5,8,0,18,26,16.1,42.2,55.9,13.3,8,0,-1,R(1),4- 0,0,0,1WL-C,E,10
MNA,X,"Colina,E",1,0,27,42.3,69.3,149.1,32.3,8*,0,0,26,42.3,68.3,108.2,11.8,8*,0,-1,R(1),3- 0,0,0,1WR-C,E,10
MNA,X,"Coulombe,D*",8,32,6,23,29,34.8,3,4,0,25,32,2.2,34.2,5.2,1,1,0,-1,R(1),3- 0,0,0,1WL-C,E,10
MNA,X,"Gearrin,C",6,11,35,6.4,41.4,11.9,0,0*,0,0,24,7.7,31.7,12.7,0,0,0,-1,R(1),3- 0,0,0,1WR-C,E,10
MNA,X,"Littell,Z",18,0,18,26.5,44.5,49.5,5,8,12,5,9,51.8,60.8,126.8,24.5,8*,3,-1,R(1),4- 0,0,20,1WR-C,E,10
NYA,X,"Abreu,A",4,11,27,27,54,61.4,9.8,8,0,6,29,34.2,63.2,72.6,11.8,8*,0,-1,R(1),3- 0,0,0,1WR-C,E,10
NYA,X,"Heller,B",17,29,14,11.3,25.3,29.7,4.1,7*,0,25,8,7.9,15.9,21.7,4.3,7*,0,-1,R(1),5- 0,0,0,1WR-C,E,10
NYA,X,"Kahnle,T",3,47,0,29.6,29.6,59.1,0,0*,0,58,16,0,16,0,0,0*,0,-1,R(1),3- 0,0,0,1WR-C,E,10
NYA,X,"Kriske,B",11,20,33,11.8,44.8,21.4,3.2,5,0,40,29,0,29,0,0,0*,0,-1,R(1),3- 0,0,20,1WR-C,E,10
NYA,X,"Lyons,T*",5,0,17,24.2,41.2,54.8,3.2,6*,0,0,0,24,24,53.3,2.6,4*,0,-1,R(1),3- 0,0,0,1WL-C,E,10
NYA,X,"Schmidt,C",18,25,18,17.6,35.6,28.8,1.2,1,0,11,15,20.5,35.5,30,0.6,0,0,9,S(4) R(3),3- 0,0,20,1WR-C,E,10
NYA,X,"Yajure,M",20,23,20,9.6,29.5,18,2.8,4,0,20,14,2.8,16.8,2.8,0,0,0,-1,R(2),3- 0,0,20,1WR-C,E,10
NYN,X,"Jurado,A",11,0,0,50.8,50.8,62.6,0.2,0,0,11,0,43.1,43.1,73,5.8,8,0,-1,S(4),3- 0,0,0,1WR-C,E,10
NYN,X,"Sewald,P",17,10,8,33.1,41.1,83.8,9.3,8,0,0,13,33.8,46.8,35,0,0,0,9,R(2),3- 0,0,0,1WR-C,E,10
NYN,X,"Strickland,H",9,21,12,9.5,21.5,18.9,1.8,3,0,23,0,38.9,38.9,66.3,0,0,0,-1,R(1),3- 0,0,0,1WR-C,E,10
OAA,X,"Blackburn,P",7,5,25,30,55,54.8,1.6,4,0,6,2,39.2,41.2,61.4,1.2,2,0,9,S(4),3- 0,0,20,1WR-C,E,10
OAA,X,"Jefferies,D",6,0,32,29.8,61.8,105.5,24.5,8*,0,11,0,32.5,32.5,60.7,8.5,8,0,-1,S(4),3- 0,0,0,1WL-C,E,10
OAA,X,"Kaprielian,J",10,5,0,33.5,33.5,87.8,18,8,0,40,19,10.1,29.1,14,1.2,1,0,-1,R(1),3- 0,0,0,1WR-C,E,10
PHN,X,"Cleavinger,G*",2,22,12,34.8,46.8,98.6,14.5,8*,0,46,11,12.1,23.1,45.4,10.6,8*,0,-1,R(1),3- 0,0,0,1WR-C,E,10
PHN,X,"Irvin,C*",11,6,12,53.8,65.8,69.6,1,0,0,15,0,48.9,48.9,68.4,3,4,0,-1,R(1),4- 0,0,0,1WL-C,E,10
PHN,X,"Kelley,T",10,42,2,23.5,25.5,36.2,3.2,4,0,7,11,45.7,56.7,97.2,13.5,8*,0,-1,R(1),4- 0,0,20,1WR-C,E,10
PHN,X,"Llovera,M",3,11,5,49.3,54.3,70.8,0,0,0,13,32,31.8,63.8,63.5,0,0*,0,-1,R(1),3- 0,0,0,1WR-C,E,10
PHN,X,"McClain,R",16,0,2,31.8,33.8,57.8,2,2,5,0,14,25.1,39.2,37.5,3,4,5,-1,R(1),3- 0,0,0,1WR-C,E,10
PHN,X,"Medina,A",12,0,47,13.6,60.7,18.4,0,0,0,17,14,12.5,26.5,24.8,0,0*,0,-1,S(4),2- 0,20,0,1WR-C,E,10
PHN,X,"Suarez,R*",12,0,20,43.4,63.4,43.4,0,0*,5,0,15,36.4,51.4,54.5,2.8,4,4,-1,R(2),3- 0,0,0,1WL-B,E,10
PIN,X,"Burdi,N",7,35,19,16.1,35.1,20.1,0,0,2,33,21,14.7,35.7,17.9,0,0,3,-1,R(1) C(0),5- 0,0,0,1WR-C,E,10
PIN,X,"Cederlind,B",11,15,7,17.8,24.8,33.8,1,0,0,19,19,9.1,28,14.1,0.4,0,0,-1,R(1),3- 0,0,20,1WR-C,E,10
PIN,X,"Del Pozo,M*",10,0,31,27.3,58.3,37.3,1.2,2,5,5,32,36.8,68.8,52.2,0.2,0*,4,-1,R(1),4- 0,0,20,1WL-C,E,10
PIN,X,"Feliz,M",5,29,19,19.5,38.5,67.1,14.7,8*,0,8,27,34.8,61.8,51.9,4,8*,0,-1,R(1),3- 0,0,0,1WR-C,E,10
PIN,X,"Holmes,C",4,19,0,30.7,30.7,59.7,0,0,0,0,3,28.3,31.3,40.3,0,0,0,-1,R(1),2- 0,0,0,1WR-D,E,10
PIN,X,"Kela,K",6,23,11,30.5,41.5,103.7,22,8*,4,34,14,17.2,31.2,22.6,1.4,3,0,9,R(1),2- 0,0,0,1WR-C,E,10
PIN,X,"Mears,N",14,27,24,9.8,33.8,19.4,0,0*,11,24,36,12,48,29.6,2.8,6*,0,-1,R(1),3- 0,0,20,1WR-C,E,10
PIN,X,"Rios,Y",11,8,14,10,24,13.8,1,1,12,18,21,21.5,42.5,31.9,0.4,0,8,-1,R(1),3- 0,0,0,1WR-C,E,10
PIN,X,"Waddell,B*",9,20,16,12.5,28.5,28.6,1.8,3*,0,0,17,8.6,25.6,19.1,1,2*,0,-1,R(1),3- 0,0,0,1WL-C,E,10
SDN,X,"Adams,A",11,33,14,16.5,30.4,46.4,9.3,8,0,46,22,4.8,26.8,4.8,0,0,0,-1,R(1),3- 0,0,20,1WR-C,E,10
SDN,X,"Baez,M",13,37,5,29.8,34.8,41.3,0,0,0,27,18,26.7,44.7,35,0,0,0,-1,S(4) R(3),2- 0,20,0,1WR-C,E,10
SDN,X,"Bednar,D",18,15,8,27.4,35.4,51.4,3.6,7,0,23,9,34.8,43.8,44.2,0.6,1,0,9,R(2),3- 0,0,0,1WL-C,E,10
SDN,X,"Lucchesi,J*",16,18,2,47.5,49.5,58.8,0,0,4,9,11,47.5,58.5,53.3,0,0,4,-1,S(4) R(3),4-51,0,0,1WL-A,E,10
SDN,X,"Yates,K",12,15,17,31.1,48.1,46.4,5,8,0,36,17,19,36,19,0,0,0,-1,R(1) C(4),4-51,0,20,1WL-C,E,10
SEA,X,"Edwards Jr,C",13,20,24,10.5,34.5,31.5,0,0*,0,53,4,1.2,5.2,4.2,1,1*,0,9,R(1) C(0),3- 0,0,0,1WR-C,E,10
SEA,X,"Fletcher,A*",12,35,25,12.1,37.1,12.1,0,0,0,6,30,29,59,40.3,2.6,4,0,-1,R(1),3- 0,0,0,1WL-C,E,10
SEA,X,"Frankoff,S",8,0,16,43.8,59.8,62.8,1,1*,0,0,4,23.6,27.6,46.6,1.6,1,0,9,R(1),3- 0,0,0,1WR-C,E,10
SEA,X,"Shaw,B",17,29,17,20.1,37.1,37.7,0,0,6,0,16,49.3,65.3,91.2,4.3,7*,5,-1,R(1),4- 0,0,0,1WS-C,E,10
SEA,X,"Yacabonis,J",7,2,33,9.4,42.3,9.4,0,0,0,0,23,17.6,40.6,29.9,2.8,5,0,9,S(1) R(1),3- 0,0,0,1WR-C,E,10
SFN,X,"Jimenez,D",4,0,64,0,64,0,0,0*,0,13,34,7.1,41,14.1,0,0*,0,-1,R(1),3- 0,0,0,1WR-C,E,10
SFN,X,"Rodriguez,D",11,13,18,32.6,50.6,48.9,2.8,5,0,0,11,49,60,97.7,12,8,0,-1,R(1),4- 0,0,0,1WR-D,E,10
SLN,X,"Cruz,J",3,13,20,39.8,59.8,74.3,0,0,0,13,18,40.8,58.8,64.3,0,0,0,-1,R(1),4- 0,0,0,1WR-C,E,10
SLN,X,"Fernandez,J",9,13,29,26,55,64,7.8,8*,0,0,10,38.3,48.3,55.6,2.4,5,0,-1,R(1),4- 0,0,0,1WR-C,E,10
SLN,X,"Kaminsky,R*",14,32,16,22.1,38.1,23.9,0.6,0,0,10,11,16,27,16.7,0.2,0,0,-1,R(1),3- 0,0,0,1WR-C,E,10
SLN,X,"Meisinger,R",8,12,34,25.4,59.4,31.9,1.4,3*,3,24,36,5.7,41.7,13,1.6,2*,9,-1,R(1),4- 0,0,0,1WR-C,E,10
SLN,X,"Ramirez,R",2,0,2,71,73,284,71,5*,0,0,12,57.2,69.2,228.8,57.2,8*,0,-1,R(1),3- 0,0,20,1WR-C,E,10
SLN,X,"Sanchez,R*",16,19,23,10.7,33.6,25.6,2.2,3*,0,7,18,25.1,43.1,55.7,3.8,7,0,-1,R(2),4- 0,20,0,1WL-C,E,10
SLN,X,"Whitley,K",14,34,11,18.8,29.8,31,4.1,8,0,12,7,4.6,11.6,4.6,0,0,0,-1,R(1),3- 0,0,0,1WR-C,E,10
TBA,X,"Garcia,E",9,4,23,5,28,12,2,2*,12,11,32,17.2,49.2,60.7,14.4,8*,5,-1,R(1) C(0),3- 0,0,0,1WR-C,E,10
TBA,X,"Gilmartin,S*",12,27,13,21.8,34.8,28.4,2.2,4,0,2,25,35.1,60.1,72.6,12.5,8*,0,-1,R(2),4- 0,0,0,1WL-C,E,10
TEA,X,"Evans,D",11,42,17,8.4,25.4,15.3,1.8,2,0,30,15,12.3,27.3,27.1,4.9,8,7,-1,R(1),3- 0,0,0,1WR-C,E,10
TEA,X,"Farrell,L",15,41,7,12.9,19.9,29.9,4.8,8,0,32,33,13,46,25,0,0*,0,-1,R(1),4- 0,0,20,1WL-C,E,10
TEA,X,"Kluber,C",3,27,31,12.5,43.5,12.5,0,0,0,30,36,6.9,42.9,6.9,0,0,0,-1,S(4),3- 0,0,0,1WR-C,E,10
TEA,X,"Leclerc,J",6,38,18,20.9,38.8,39.2,0,0*,0,52,26,0,26,0,0,0*,0,-1,R(1) C(3),4- 0,0,0,1WR-C,E,10
TEA,X,"Nicasio,J",4,0,34,33.8,67.8,74.7,3.8,6*,0,6,8,44.9,52.9,117.4,17.6,8,0,-1,R(1),5- 0,0,0,1WR-C,E,10
TEA,X,"Palumbo,J*",7,48,28,2,30,2,0,0*,0,35,16,16.9,32.9,53.2,11.1,8*,0,-1,R(1),4-51,0,0,1WL-C,E,10
TEA,X,"Volquez,E",16,7,9,21.3,30.3,29.3,0,0,0,12,8,17.9,25.9,19.3,0,0,0,9,R(1),5- 0,0,0,1WR-C,E,10
TOA,X,"Gaviglio,S",8,0,36,15.4,51.4,41.5,1.2,3,0,0,30,6.9,36.9,15.6,1,2,0,-1,R(1),5- 0,20,0,1WR-C,E,10
TOA,X,"Giles,K",10,45,15,10,25,30.5,5.3,8*,0,28,30,11.6,41.5,41.1,9,8*,0,-1,R(1) C(2),4- 0,0,0,1WR-C,E,10
TOA,X,"Murphy,P",17,21,17,23.7,40.7,53.8,1.2,2,8,9,3,16.2,19.2,38.1,1.4,2*,12,-1,R(2),3- 0,0,0,1WR-C,E,10
TOA,X,"Perez,H",5,5,46,19.3,65.3,32.9,3.2,7*,0,0,41,22.7,63.7,65.9,13.2,8,0,-1,R(1),3- 0,0,0,1WR-C,E,10
TOA,X,"Thornton,T",16,19,13,36.2,49.2,54.6,1.6,3,0,12,6,52.7,58.7,60.1,0.8,1,0,-1,S(4),4- 0,0,0,1WR-C,E,10
WAN,X,"Barrett,A",5,34,3,17,20,25,0,0,12,0,18,26.5,44.6,32.3,0,0,13,9,R(1),3- 0,0,0,1WR-C,E,10
WAN,X,"Bourque,J",12,2,11,0.9,11.9,3.4,0.8,1*,12,2,38,10,48,25.6,2.8,4*,12,-1,R(1),3- 0,0,20,1WR-C,E,10
WAN,X,"Espino,P",17,21,9,28.6,37.6,41.8,1.6,1,8,24,7,23.8,30.8,35.5,3.4,5,10,-1,S(4) R(3),4- 0,0,0,1WR-B,E,10
WAN,X,"Freeman,S*",14,27,35,0,35,0,0,0*,0,11,17,5.1,22.1,5.1,0,0,0,-1,R(1),3- 0,0,0,1WR-C,E,10
WAN,X,"Romero,S*",8,18,19,10.7,29.7,13.1,0.8,0,0,9,15,21.6,36.6,41.1,6.5,8,0,-1,R(1),5-51,0,20,1WL-C,E,10
WAN,X,"Strasburg,S",14,20,0,30.4,30.4,43.9,4.5,7,9,3,4,29.9,33.9,35.4,0,0,11,-1,S(4),3- 0,0,0,1WR-A,E,13
